Source,Target
Fumito Urabe,Kunstakademie Düsseldorf
Thomas Demand,Kunstakademie Düsseldorf
Meriç Algün Ringborg,Kunsthal Charlottenborg
Ebtisam Abdulaziz,Kunst Museum
Abdullah Al Saadi,Kunstmuseum Bonn
"Angelica Mesiti ",Kunstmuseum Bonn
Shadia Alem,Kunstmuseum Bonn
Doa Aly,Kunstraum Kreuzberg
Iman Issa,Kunstraum Kreuzberg
Dirk Fleischmann,Kunstverein
Setareh Shahbazi,Kunstverein
Derek Ogbourne,Kurpfälzisches Museum
Sulayman Al Bassam,Kuwaiti
Alfredo Jaar,Kwangju
Khalil Rabah,Kwangju
Abbas Akhavan,KW Institute
Wael Shawky,KW Institute
Mahmoud Refat,Kyoto
Miki Kasahara,Kyoto
Shiro Takatani,Kyoto
Shiro Takatani,Kyoto City University of Arts
Shiro Takatani,Kyoto Performing Arts Center
Abdullah Al Saadi,Kyoto Seika University
Miki Kasahara,Kyoto Seika University
Gulnara Kasmalieva,Kyrgyz National Museum of Fine Arts
Muratbek Djumaliev,Kyrgyz National Museum of Fine Arts
Gulnara Kasmalieva,Kyrgyz State Art College
Muratbek Djumaliev,Kyrgyz State Art College
Gulnara Kasmalieva,Kyrgyz State College of Fine Art
Muratbek Djumaliev,Kyrgyz State College of Fine Art
Maider López,Lab Project
Sherin Guirguis,Laguna Beach Art Museum
Aisha Khalid,Lahore
"Basir Mahmood ",Lahore
Hamra Abbas,Lahore
Imran Qureshi,Lahore
Shahzia Sikander,Lahore
Sophie Ernst,Lahore
Nikolaj Bendix,La Maison Rouge
Tarek Atoui,La Maison Rouge
Yang Fudong,Lam Contemporary Art Center
"Jean-Luc Moulène ",Landesmuseum Joanneum GmbH
Amino Belyamani,Larry Koonse
Aisha Khalid,last decade
Jumana Emil Abboud,last decade
Rashid Masharawi,last twenty years
Carsten Höller,last two decades
Pouya Parsamagham,last year
Sherin Guirguis,Las Vegas
Sherin Guirguis,Las Vegas Art Museum
Eugenio Dittborn,Latin America
Luz Maria Bedoya,Latin America
Lawrence Weiner,Laurence Weiner
Alexis Bhagat,Lauren Rosati
Jananne Al-Ani,Le Bal
Adele Ne Jame,Lebanese
Doris Bittar,Lebanese
Jayce Salloum,Lebanese
Kameel Hawa,Lebanese
Lamia Joreige,Lebanese
Lara Baladi,Lebanese
Marwan Rechmaoui,Lebanese
Melissa Chimera,Lebanese
Monika Börgmann,Lebanese
Mounira Al Solh,Lebanese
Rabih Mroué,Lebanese
Raed Yassin,Lebanese
Saloua Raouda Choucair,Lebanese
Shafic Abboud,Lebanese
Sirine Fattouh,Lebanese
Tanbak,Lebanese
Walid Sadek,Lebanese
Zena el Khalil,Lebanese
Ahmad Ghossein,Lebanese University
Mounira Al Solh,Lebanese University
Shafic Abboud,Lebanese University
Ayman Baalbaki,Lebanon
CAMP,Lebanon
Doris Bittar,Lebanon
Faisal Samra,Lebanon
Fouad Elkoury,Lebanon
Gilbert Hage,Lebanon
Graziella Rizkallah Toufic,Lebanon
Jalal Toufic,Lebanon
Jananne Al-Ani,Lebanon
Khaled Sabsabi,Lebanon
Lamia Joreige,Lebanon
Marwan Rechmaoui,Lebanon
Melik Ohanian,Lebanon
Mohamed Abdelkarim,Lebanon
Mona Hatoum,Lebanon
Monika Börgmann,Lebanon
Nacera Belaza,Lebanon
Ninar Esber,Lebanon
Noma Omran,Lebanon
Ola Hejazi,Lebanon
Omar Rajeh,Lebanon
Oraib Toukan,Lebanon
Pascal Hachem,Lebanon
Rania Attieh,Lebanon
Rania Stephan,Lebanon
Rayyane Tabet,Lebanon
Saloua Raouda Choucair,Lebanon
Shafic Abboud,Lebanon
Tarek Atoui,Lebanon
Walid Raad,Lebanon
Zena el Khalil,Lebanon
Ziad Abillama,Lebanon
Ziad Antar,Lebanon
Dirk Fleischmann,Leeum Museum of Art
Anri Sala,Le Fresnoy Studio National
"Jean-Luc Moulène ",Le Havre
Lili Dujourie,Le Havre
Ahmed Mater,Leiden Museum Amsterdam
Ahmed Mater,Leiden Museum of Ethnology
Sophie Ernst,Leiden University
Heman Chong,Leif Magne
Monir Shahroudy Farmanfarmaian,Leighton House Museum
Ala Ebtekar,Leila Heller
Andreas Gursky,Leipzig
Jun Yang,Leipzig
Marcel Odenbach,Leipzig
Basmah Felemban,Leonardo da
Youssef Nabil,Leon Boyadjian
Abbas Akhavan,Le Printemps de Septembre (France)
David Spriggs,Lethbridge
Melissa Chimera,Lhasa
Jayce Salloum,Liban
Tony Chakar,Libanaise
Monika Börgmann,Libanaises
Meriç Algün Ringborg,Library
Abdullah Al-Mazrook,Libya
Abdulmajid Ali Al-Jarouf,Libya
Arwa Abouon,Libya
Samira Badran,Libya
Arwa Abouon,Libyan
Bob Landry,Life
Bob Landry,Life Magazine
Gulnara Kasmalieva,Lille
Muratbek Djumaliev,Lille
José Luis Martinat,Lima
Luz Maria Bedoya,Lima
Marie-Hélène Cauvin,Lima
Nikolaj Bendix,Lima
Rasheed Araeen,Lima
José Luis Martinat,Lima Art Museum
Tom Molloy,Limerick City
Rabih Mroué,Lina Saneh
Shahzia Sikander,Linda Pace Foundation
Susan Hefuna,Line
Meriç Algün Ringborg,Linköping University
mounir fatmi,Linz
Nida Sinnokrot,Linz
Nika Oblak,Linz
Primož Novak,Linz
Raeda Saadeh,Linz
Ryoji Ikeda,Linz
Shilpa Gupta,Linz
Ana Vidigal,Lisboa
Ana Vidigal,Lisbon
Anawana Haloba,Lisbon
"Jean-Luc Moulène ",Lisbon
João Vasco Paiva,Lisbon
Judith Barry,Lisbon
Nika Oblak,Lisbon
Primož Novak,Lisbon
Rasheed Araeen,Lisbon
Yonamine,Lisbon
Hu Xiangqian,Lithuania
Ravi Agarwal,Lithuania
Yuk King Tan,Lithuania
Hrair Sarkissian,Liverpool
Iman Issa,Liverpool
Khalil Rabah,Liverpool
Susan Hefuna,Liverpool
Wael Shawky,Liverpool
Yang Shaobin,Liverpool
Alfredo Aquilizan,Liverpool Biennial
CAMP,Liverpool Biennial
Gabriel Lester,Liverpool Biennial
Isabel Aquilizan,Liverpool Biennial
Jawad Al Malhi,Liverpool Biennial
Jun Yang,Liverpool Biennial
Larissa Sansour,Liverpool Biennial
Minouk Lim,Liverpool Biennial
N.S. Harsha,Liverpool Biennial
Shilpa Gupta,Liverpool Biennial
Shimabuku,Liverpool Biennial
Taus Makhacheva,Liverpool Biennial
Anawana Haloba,Livingstone
Angela Harutyunyan,Ljubljana
Nika Oblak,Ljubljana
Primož Novak,Ljubljana
Waheeda Malullah,Ljubljana
Walid Siti,Ljubljana
Meriç Algün Ringborg,Llandudno
Agnes Janich,Lodz
Jun Yang,Lofoten Islands
Abbas Akhavan,London
Abdulaziz Ashour,London
Abdulnasser Al-Amri,London
Adel Abdessemed,London
Agnes Janich,London
Ahmad Morshedloo,London
Ahmed Alsoudani,London
Ala Ebtekar,London
Alberto Duman,London
Amar Kanwar,London
Ammar Al Attar,London
Andreas Gursky,London
"Angelica Mesiti ",London
Anri Sala,London
Ayman Baalbaki,London
Basma Al Sharif,London
Başak Ertür,London
Bijoy Jain,London
Bjørn Melhus,London
CAMP,London
Carsten Höller,London
Cevdet Erek,London
David Claerbout,London
David Spriggs,London
Derek Ogbourne,London
Dia Al-Azzawi,London
Dirk Fleischmann,London
Doa Aly,London
Edward Said,London
Elizabeth Peyton,London
Erkka Nissinen,London
Eugenio Dittborn,London
Eyal Weizman,London
Faisal Samra,London
Gabriel Lester,London
Golnaz Fathi,London
Hala Elkoussy,London
Hamra Abbas,London
Hanan Abdullah Bahamdan,London
Hans Haacke,London
Haris Epaminonda,London
"Haroon Mirza ",London
Hassan Hajjaj,London
Hassan Massoudy,London
Hassan Sharif,London
Hayv Kahraman,London
Heman Chong,London
Hesam Rahmanian,London
Hrair Sarkissian,London
Huda Totonji,London
Idris Khan,London
Iman Issa,London
Imran Qureshi,London
Ismaïl Bahri,London
Jalal Toufic,London
Jananne Al-Ani,London
Jane & Louise Wilson,London
Jawad Al Malhi,London
Jayce Salloum,London
Jenine Sharabi,London
Juan Araujo,London
Keith Shiri,London
Khaled Jarrar,London
Khalil Rabah,London
Lamia Joreige,London
Lamya Gargash,London
Lara Baladi,London
Lara Favaretto,London
Larissa Sansour,London
Latifa Echakhch,London
Laurent Grasso,London
Lee Kit,London
Leila Pazooki,London
Liliana Porter,London
Lulwah Al-Homoud,London
Maha Maamoun,London
Mahmoud Refat,London
Maider López,London
Manal Al Dowayan,London
Manal Dowayan,London
Mariam Ghani,London
Mario Rizzi,London
Marwan Rechmaoui,London
Melik Ohanian,London
Moataz Nasr,London
Mona Hatoum,London
Monir Shahroudy Farmanfarmaian,London
Mounir Al-Shaarani,London
N.S. Harsha,London
Nadia Ayari,London
Nevin Aladag,London
Nikolaj Bendix,London
Ninar Esber,London
Noha Al-Sharif,London
Noura Bouzo,London
Olafur Eliasson,London
Oraib Toukan,London
Otobong Nkanga,London
Pascal Hachem,London
Pascale Marthine Tayou,London
Rabih Mroué,London
Raeda Ashour,London
Raeda Saadeh,London
Ramin Haerizadeh,London
Rana Begum,London
Raqs Media Collective,London
Rasheed Araeen,London
Ravi Agarwal,London
Reza Aramesh,London
Rokni Haerizadeh,London
Romeo Castellucci,London
Rosalind Nashashibi,London
Rula Halawani,London
Runa Islam,London
Ryoji Ikeda,London
Safeya Binzagr,London
Samah Hijawi,London
Sara Naim,London
Sara Ramo,London
Shadi Ghadirian,London
Shahrzad Changalvaee,London
Sharif Waked,London
Sheela Gowda,London
Shilpa Gupta,London
Shimabuku,London
Shirin Neshat,London
Simon Fujiwara,London
Simryn Gill,London
Sophia Al Maria,London
Sophie Ernst,London
Sulayman Al Bassam,London
Susan Hefuna,London
Suzanne Cotter,London
Tanbak,London
Tarek Halaby,London
Taus Makhacheva,London
Theo Eshetu,London
Thomas Demand,London
Valeska Soares,London
Wael Shawky,London
Wafa Hourani,London
Waheeda Malullah,London
Walid Raad,London
Walid Siti,London
Yang Fudong,London
Yazan Khalili,London
Yousef Jaha,London
YOVO! YOVO!,London
Yuk King Tan,London
Zena el Khalil,London
Ziad Antar,London
Zineb Sedira,London
Sara Naim,London College of Communication
Tiffany Chung,Long Beach
Sherif El Azma,Loose
Tom Molloy,Lora Reynolds
Nil Yalter,Lord Byron Meets
Murtaza Vali,Lori Ledis
Ala Ebtekar,Los Angeles
Amir H. Fallah,Los Angeles
Carsten Höller,Los Angeles
David Thorne,Los Angeles
Eungie Joo,Los Angeles
Julia Meltzer,Los Angeles
Latifa Echakhch,Los Angeles
Runa Islam,Los Angeles
Sherin Guirguis,Los Angeles
"Sille Storihle ",Los Angeles
Wael Shawky,Los Angeles
Wafaa Bilal,Los Angeles County Museum
Valeska Soares,Los Angeles County Museum of Art
Ahmed Mater,Los Angeles County Museum of Art (Los Angeles)
Nil Yalter,Los Angeles Museum of Contemporary Art
Reem Al Ghaith,Louisa Buck
Julia Meltzer,Louis Comfort Tiffany Foundation
Matt Saunders,Louis Comfort Tiffany Foundation
Michael Rakowitz,Louis Comfort Tiffany Foundation
Jane & Louise Wilson,Louise Wilson
Yusef A. Lateef,Louis Hayes
Pascale Marthine Tayou,Louisiana
Anri Sala,Louisiana Museum
"SUPERFLEX ",Louisiana Museum
Yonamine,Luanda
Moataz Nasr,Lubumbashi
Jem Cohen,Luc Sante
Sara Ramo,Lugar
Elena Kovylina,Lulea
Lili Dujourie,Lund
Basma Al Sharif,Lund University
Bjørn Melhus,LUX
Luz Maria Bedoya,Luz María
Adel Abdessemed,Lyon
Bijoy Jain,Lyon
Josephine Meckseper,Lyon
João Vasco Paiva,Lyon
Kader Attia,Lyon
Latifa Echakhch,Lyon
Liu Wei,Lyon
Melik Ohanian,Lyon
mounir fatmi,Lyon
Sheela Gowda,Lyon
Shilpa Gupta,Lyon
Zaman M Jassim,M. Jassim
Simryn Gill,M.K. Ghandi
Raeda Saadeh,M. Qattan
Nastaran Safaei,Maakous Sculptors Group
Elizabeth Peyton,Maastricht
Shahzia Sikander,MacArthur Foundation
Karim Aïnouz,Madame Satã
Khalid Khidr,Madinah
Adele Ne Jame,Madison
Abdulhalim Radwi,Madrid
"Angelica Mesiti ",Madrid
Lani Maestro,Madrid
Mahmoud Refat,Madrid
Sara Ramo,Madrid
Shiro Takatani,Madrid
Tanbak,Madrid
Érik Bullot,Madrid
Fred Eerdekens,Magda Danysz
Ala Ebtekar,Mahe
Meriç Algün Ringborg,Maja Wismer
Abdulhalim Radwi,Makkah
Ahmed Felemban,Makkah
Baseem Al Sharqi,Makkah
Fahd Al-Khalif,Makkah
Khaled Al-Faisal,Makkah
Khalid Khidr,Makkah
Shadia Alem,Makkah
Shadia and Raja Alem,Makkah
Taha Al-Sabban,Makkah
Yousef Jaha,Makkah
Valeska Soares,Malaga
Ahmed Tayseer Badrah,Malaysia
Golnaz Fathi,Malaysia
Heman Chong,Malaysia
Sara Naim,Malaysia
Simryn Gill,Malaysia
Marcel Odenbach,Male
Maha Maamoun,Mali
Mohamed Bourouissa,Mali
Susan Hefuna,Mali
Youssef Nabil,Mali
Daouda Coulibaly,Malian
Shiro Takatani,Mallarmé Project
Haris Epaminonda,Malmö
Meriç Algün Ringborg,Malmö
Setareh Shahbazi,Malmö
Basma Al Sharif,Malmö Art Academy
José Luis Martinat,Malmö Art Academy
José Luis Martinat,Malmö Art Museum
Meriç Algün Ringborg,Malmö Art Museum
José Luis Martinat,Malmö Fine Art Academy
Haris Epaminonda,Malmö Konsthall
Meriç Algün Ringborg,Malmö Konsthall
Pascale Marthine Tayou,Malmö Konsthall
Jumana Emil Abboud,Manama
Marwa Rustam,Manama
Mounira Al Solh,Manama
Rania Stephan,Manara & Kimo
Abdullah Al Saadi,Manarat Al Saadiyat
Amina Menia,Manchester
David Spriggs,Manchester
Hamra Abbas,Manchester
"Haroon Mirza ",Manchester
Hu Xiangqian,Manchester
Muzamil Choudhury,Manchester
Sherif El Azma,Manchester
Seigen Ono,Manhattan
Ana Torfs,"Manifesta "
Anawana Haloba,"Manifesta "
Carlos  Amorales,"Manifesta "
Dirk Fleischmann,"Manifesta "
Heman Chong,"Manifesta "
Mounira Al Solh,"Manifesta "
Raed Yassin,"Manifesta "
Raqs Media Collective,"Manifesta "
Rosalind Nashashibi,"Manifesta "
Zbyněk Baladrán,"Manifesta "
Alfredo Aquilizan,Manila
Isabel Aquilizan,Manila
Amnah Alireza,Mansoojat Foundation
Meriç Algün Ringborg,Manuela Moscoso
Yonamine,Maputo
Ala Ebtekar,Maraya Art Centre
Giuseppe Moscatello,Maraya Art Centre
Taus Makhacheva,Maraya Contemporary Art Centre
Laurent Grasso,Marcel Duchamp
Saâdane Afif,Marcel Duchamp
Abbas Akhavan,Marcelino Botín
Basma Al Sharif,Marcelino Botín
Solange Farkas,Marcel Odenbach & Robert Cahen (Buenos Aires
Adila Laidi-Hanieh,March 2009
Hanan Al-Faisal,March 2009
Romeo Castellucci,March 2011
João Vasco Paiva,March 2012
Lee Kit,March 2012
Minouk Lim,March 2012
Yuk King Tan,March 2012
Bob Landry,"March 5, 1945"
Ziad Antar,Marche
Lani Maestro,MARCO
Meriç Algün Ringborg,Maria Lind
Ayşe Erkmen,Maria Sibylla
Richard Ibghy,Marilou Lemmens
Doa Aly,Marina Sorbello
Pascal Hachem,Mario Merz Foundation
Youssef Nabil,Mario Testino
Heman Chong,Mark Aerial
Yuko Hasegawa,Marlene Dumas
Hassan Hajjaj,Marrakech
"Kamarstudios ",Marrakech
Maalem Abdelkébir Merchane,Marrakech
Pascale Marthine Tayou,Marrakech Biennale
Carsten Höller,Marseille
"Jean-Luc Moulène ",Marseille
Mouna Karray,Marseille
Romeo Castellucci,Marseille
Samah Hijawi,Marseille
Shiro Takatani,Marseille
Taysir Batniji,Marseille
Zineb Sedira,Marseille
YOVO! YOVO!,Martina Mahlknecht
YOVO! YOVO!,Martina Mahlknechtb
YOVO! YOVO!,Martin Prinoth
YOVO! YOVO!,Martin Prinothb
Nida Sinnokrot,Mart Museum
Amir H. Fallah,Maryland Institute College of Art
Iman Raad,Mashad
Carsten Höller,Massachusetts
Lamia Joreige,Massachusetts
Marie-Hélène Cauvin,Massachusetts
Raqs Media Collective,Massachusetts
Tintin Wulia,Massachusetts
Burak Arikan,Massachusetts Institute of Technology
Kader Attia,Massana School of Applied Arts
Raqs Media Collective,Mass Communications
Michael Rakowitz,MassMOCA
Ramin Haerizadeh,Massoud Massoumi
Abdelkader Benchamma,Mathaf Museum
Meriç Algün Ringborg,Mats Stjernstedt
Hiroyuki Masuyama,Matsuyama
Yuko Hasegawa,"Matthew Barney "
Ana Torfs,Maurice Maeterlinck
Dimi Mint Abba,Mauritania
Mai Al Ibrashy,May
Rasheed Araeen,May
Abdulnasser Al-Amri,May 2008
Ahmed Felemban,May 2008
Bob Landry,"May 31, 1942"
Sara Ramo,Mayo
"Angelica Mesiti ",MCA Collection
Tom Molloy,Meath
Abdul Ghafur Sheikh,Mecca
Bob Landry,Mecca
Mahdi Al Jeraibi,Mecca
Nasser Al-Salem,Mecca
Saddek Wasil,Mecca
Safeya Binzagr,Mecca
Younès Rahmoun,Mecca
Minouk Lim,Media City
Aras Özgün,Media Studies Department
Aras Özgün,Media Theory and Digital Media
Djamel Kokene,Mediterranean
Nida Sinnokrot,Mediterranean
Nika Oblak,Mediterranean
Primož Novak,Mediterranean
Yazid Oulab,Mediterranean
Rasheed Araeen,Mediterranean Project
Meriç Algün Ringborg,Meessen De Clerq
Andreas Gursky,Melbourne
"Angelica Mesiti ",Melbourne
Moataz Nasr,Melbourne
Raafat Ishak,Melbourne
Simryn Gill,Melbourne
Tintin Wulia,Melbourne
Adele Ne Jame,Melissa Chimera
Yto Barrada,Mercedes
Jonathas de Andrade,Mercosur
Seigen Ono,Merry Christmas
Pouran-Jinchi,Metropolitan Museum
Andreas Gursky,Metropolitan Museum of Art
Lani Maestro,Metropolitan Museum of Art
Monir Shahroudy Farmanfarmaian,Metropolitan Museum of Art
Walid Siti,Metropolitan Museum of Art
Yu-ichi Inoue,Metropolitan Museum of Art
Amir H. Fallah,Mexico
Bae Young-whan,Mexico
Carlos  Amorales,Mexico
Hala Elkoussy,Mexico
Jessica Mein,Mexico
Lawrence Weiner,Mexico
Leila Pazooki,Mexico
Nevin Aladag,Mexico
Sahand Hesamiyan,Mexico
Valeska Soares,Mexico
Youssef Nabil,Mexico
Almagul Menlibayeva,Mexico City
Bae Young-whan,Mexico City
Carlos  Amorales,Mexico City
Eduardo Terrazas,Mexico City
Eugenio Dittborn,Mexico City
Hala Elkoussy,Mexico City
Hrair Sarkissian,Mexico City
Leila Pazooki,Mexico City
Lili Dujourie,Mexico City
Liliana Porter,Mexico City
Nevin Aladag,Mexico City
Yonamine,México City
Ahmed Mater,Miami
Elena Kovylina,Miami
Panos Tsagaris,Miami
Elena Kovylina,Miami Dade College
Suzanne Cotter,Michael Clark
Hasan and Husain Essop,Michaelis School of Fine Art
Carsten Nicolai,Michael Nyman
Noura Bouzo,Michael Porter
Youssef Nabil,Michael Stevenson
Anri Sala,Michigan
Doris Bittar,Michigan
Jesper Just,Michigan
"Basir Mahmood ",Michigan State University
Abdullah Hammas,Middle East
Ahmad Morshedloo,Middle East
Ahmed Alsoudani,Middle East
Akram Zaatari,Middle East
Ali Al-Tokhais,Middle East
Daniel Garcia,Middle East
Doris Bittar,Middle East
Fouad Elkoury,Middle East
Hassan Sharif,Middle East
Iman Raad,Middle East
Jananne Al-Ani,Middle East
Janet Hagopian,Middle East
Jenine Sharabi,Middle East
Kassab Bachi,Middle East
Khaled Akil,Middle East
Khaled Hourani,Middle East
Khaled Jarrar,Middle East
Larissa Sansour,Middle East
Lulwah Al-Homoud,Middle East
Mona Hatoum,Middle East
Monika Börgmann,Middle East
Monir Shahroudy Farmanfarmaian,Middle East
Nida Sinnokrot,Middle East
Oraib Toukan,Middle East
Raed Yassin,Middle East
Raeda Ashour,Middle East
Rania Attieh,Middle East
Reza Aramesh,Middle East
Rokni Haerizadeh,Middle East
Shadi Ghadirian,Middle East
Shafic Abboud,Middle East
Tarek Atoui,Middle East
Taysir Batniji,Middle East
Wafa Hourani,Middle East
Walid Raad,Middle East
Yusef A. Lateef,Middle East
Zahra Bu Ali,Middle East
Zena el Khalil,Middle East
Ziad Dalloul,Middle East
Aras Özgün,Middle East Technical University
Alberto Duman,Middlesex University
Ahmed Mater,Miftaha Arts Village
mounir fatmi,Migros Museum
Tarek Halaby,Miguel Gutierrez
Carsten Nicolai,Mika Vainio
Hiroyuki Masuyama,Mikkeli Art Museum
Adrian Paci,Milan
Ahmad Morshedloo,Milan
Alberto Duman,Milan
Carsten Höller,Milan
Giuseppe Moscatello,Milan
Lara Favaretto,Milan
Meriç Algün Ringborg,Milan
Panos Tsagaris,Milan
Pascal Hachem,Milan
Elizabeth Peyton,Mildred Lane
Yusef A. Lateef,Miles Davis
Lawrence Weiner,Mill Valley
Yusef A. Lateef,Milt Jackson
Wafaa Bilal,Milwaukee Art Museum Milwaukee
Abdullah Nawawi,Ministry of Culture
Kamran Shirdel,Ministry of Culture
Abdulaziz Ashour,Ministry of Energy
"Apichatpong Weerasethakul ",Minneapolis
Elizabeth Peyton,Minneapolis
Eugenio Dittborn,Minneapolis
Rika Noguchi,Minneapolis
Wang Jianwei,Minneapolis
Yto Barrada,Minneapolis
Doug Henders,Minneapolis College of Art
Hend Al-Mansour,Minneapolis College of Art and Design
Ahmed Alsoudani,Minneapolis Institute of Art
"Apichatpong Weerasethakul ",Minnesota
Elizabeth Peyton,Minnesota
Hend Al-Mansour,Minnesota
Wang Jianwei,Minnesota
Maha Malluh,Minnie Mouse
Gabriel Lester,Minsheng Art Museum
Hu Xiangqian,Minsheng Art Museum
Liu Wei,Minsheng Art Museum
Bahar Behbahani,Miramar Museum
Carsten Höller,Miriam Bäckström
Bijoy Jain,Missouri
David Douglas Duncan,Missouri
Elizabeth Peyton,Missouri
Jayce Salloum,MIT Press
Naeem Mohaiemen,MIT Press
Sharif Waked,Mjedil
Rashid Masharawi,Mobile Cinema Department
Djamel Kokene,Mobile-School
"Jean-Luc Moulène ",Modern
Lamia Joreige,Modern
Mouna Karray,Modern
Nil Yalter,Modern
Simryn Gill,Modern
Adrian Paci,Moderna Museet
Meriç Algün Ringborg,Moderna Museet
Sherif El Azma,Modern Art Museum
Abdelfattah Kilito,Mohamed V University
Mohamed Bourouissa,Mohammed Bourouissa
Mohamed El Mahdaoui,Mohammed El
Bahman Mohassess,Mohammed Habib Mohammedi
Jessica Mein,Mohammed Kazem
Matt Saunders,MoMA
Michael Rakowitz,MoMA
Steve Reinke,MoMA
Susan Hefuna,MoMA
Adrian Paci,MoMA PS1
Fatima Al Qadiri,MoMA PS1
Marcel Odenbach,MoMA PS1
Saâdane Afif,Monaco Foundation
Abbas Akhavan,Mona Hatoum
Safeya Binzagr,Mona Lisa
Baseem Al Sharqi,Mona Liza
Moataz Nasr,Monash University Museum of Art
Raafat Ishak,Monash University Museum of Art
Mohamed Ali Fadlabi,Monday
Nadia Ayari,Monica DeCardenas
Raqs Media Collective,Monica Narula
Moayad Hakim,Montana
Seigen Ono,Monte Carlo
Sara Ramo,Montevideo
Setareh Shahbazi,Montgomery
Abdelfattah Kilito,Montpellier
Anna Boghiguian,Montpellier
Basma Al Sharif,Montpellier
Melik Ohanian,Montpellier
Abbas Akhavan,Montreal
Ahmed Foula,Montreal
Anri Sala,Montreal
Arwa Abouon,Montreal
David Spriggs,Montreal
Lani Maestro,Montreal
Runa Islam,Montreal
Ryoji Ikeda,Montreal
Sam Shalabi,Montreal
David Spriggs,Montreal Museum of Fine Arts
João Vasco Paiva,Monument
Marwan Rechmaoui,Monument
Zbyněk Baladrán,Monument
Milica Tomić,Monument Group
Nadia Ayari,Monya Rowe
Hesam Rahmanian,MOP
Niyaz-Azadikhah,MOP
Hrair Sarkissian,Mori Art Museum
Jananne Al-Ani,Mori Art Museum
Lamia Joreige,Mori Art Museum
mounir fatmi,Mori Art Museum
Shilpa Gupta,Mori Art Museum
Ahmed Mater,Mori Museum of Art
Abdelfattah Kilito,Moroccan
Ali Essafi,Moroccan
Amino Belyamani,Moroccan
Maalem Abdelkébir Merchane,Moroccan
Abdelfattah Kilito,Morocco
Ali Essafi,Morocco
Daniel Garcia,Morocco
Driss Ouadahi,Morocco
Hassan Hajjaj,Morocco
Hicham Ayouch,Morocco
Ismaïl Bahri,Morocco
"Kamarstudios ",Morocco
Latifa Echakhch,Morocco
Mohamed El Mahdaoui,Morocco
mounir fatmi,Morocco
Ninar Esber,Morocco
Noma Omran,Morocco
Pascale Marthine Tayou,Morocco
Sean Gullette,Morocco
Younès Rahmoun,Morocco
Yto Barrada,Morocco
Tarek Atoui,Mort Aux
