Source,Target
Alfredo Jaar,Documenta
Amar Kanwar,Documenta
"Apichatpong Weerasethakul ",Documenta
CAMP,Documenta
Cevdet Erek,Documenta
Gabriel Lester,Documenta
Jalal Toufic,Documenta
Lili Dujourie,Documenta
Mona Hatoum,Documenta
Pascale Marthine Tayou,Documenta
Ravi Agarwal,Documenta
Saâdane Afif,Documenta
Sheela Gowda,Documenta
Simryn Gill,Documenta
Walid Raad,Documenta
Wang Jianwei,Documenta
Yang Fudong,Documenta
Yu-ichi Inoue,Documenta
Yusef A. Lateef,Donald Byrd
YOVO! YOVO!,Doris Margarete
Naeem Mohaiemen,Doug Ashford
Mark Lombardi,Drawing Center
Susan Hefuna,Drawing Center
Ammar Al Attar,Dubai Culture and Arts Authority
Keith Shiri,Dubai International Film Festival
Khaled Jarrar,Dubai International Film Festival
Jessica Mein,Duke University
Lili Dujourie,Dundee Contemporary Arts Centre
Rasheed Araeen,East London University
Meriç Algün Ringborg,EC
Saloua Raouda Choucair,École des Beaux-Arts
Faisal Samra,Ecole National
Neda Razavipour,Ecole National
YOVO! YOVO!,École Nationale des Arts Décoratifs
Abdelkader Benchamma,École Supérieure des Beaux Arts de Paris
Niyaz-Azadikhah,Eden
Panos Tsagaris,EDEN
Abdulaziz Ashour,Edge of Arabia
Ahmed Mater,Edge of Arabia
Ayman Yossri Daydban,Edge of Arabia
Faisal Samra,Edge of Arabia
Lulwah Al-Homoud,Edge of Arabia
Manal Al Dowayan,Edge of Arabia
Manal Dowayan,Edge of Arabia
Shadia Alem,Edge of Arabia
Yazan Khalili,Edge of Arabia
Yousef Jaha,Edge of Arabia
CAMP,Edgware Road Project
Wael Shawky,Edgware Road Project
Doa Aly,Edit Molnar
Başak Ertür,Edward Said
Eyal Weizman,Edward Said
David Douglas Duncan,Edward Steichen
Andrés Denegri,Electronic Arts
Yto Barrada,Ellen Auerbach
Sean Gullette,Emile Hirsch
David Spriggs,Emily Carr Institute of Art & Design
Panos Tsagaris,Emily Carr Institute of Art & Design
Barry Doupé,Emily Carr University
Murtaza Vali,Emily Jacir
Hassan Sharif,Emirates Fine Art Society
Mohammed Kazem,Emirates Fine Arts Society
Nasir Nasrallah,Emirates Fine Arts Society
Reem Al Ghaith,Emirates Palace Hotel
Mariam Ghani,Erin Ellen Kelly
Yusef A. Lateef,Ernie Farrell
Shohreh Mehran,Etemad Gallery
Mohamed Bourouissa,Eugene Delacroix
Agnes Janich,European Academy of Photography
Julia Meltzer,European Media
Raeda Saadeh,European Parliament
Jun Yang,European Union
Sara Ramo,Eva Klabin
Nil Yalter,Fabienne Dumont
Giuseppe Moscatello,Fabio Mauri
Ahmed Foula,Faculty of Fine Arts
Elias Zayat,Faculty of Fine Arts
Fateh Moudarres,Faculty of Fine Arts
Maider López,Faculty of Fine Arts
Mohsen Ahmadvand,Faculty of Fine Arts
N.S. Harsha,Faculty of Fine Arts
Shahrzad Changalvaee,Faculty of Fine Arts
Youssef Abdelkė,Faculty of Fine Arts
Ziad Dalloul,Faculty of Fine Arts
Ala Ebtekar,Farjam Collection
Golnaz Fathi,Farjam Collection
Pouran-Jinchi,Farjam Collection
Wissam Shawkat,Farjam Collection
Pouya Parsamagham,Farshid Maleki
Pouran-Jinchi,Federal Reserve Bank
Saloua Raouda Choucair,Fernand Léger
Basma Al Sharif,Festival International
Shafic Abboud,FIAC
Teboho Mahlatsi,Film & Television Course
Rania Attieh,Film and Television
Khalil Rabah,Fine
Nargess Hashemi,Fine
Bahman Mohassess,Fine Art Academy
Sara Naim,Fine Art Media
Fahd Al-Hijilan,Fine Arts Advisory Committee
Khaled Hourani,Fine Arts Department
Nadia Ayari,Fine Arts Work Center
Mohamed Bourouissa,Finish Museum of Photography
Josephine Meckseper,FLAG Art Foundation
Susan Hefuna,Florence Guerlain
Mohamed Bourouissa,Florence Paradéis
Liliana Porter,Florencia Bazzano-
Setareh Shahbazi,Fondation Cartier
Nil Yalter,Fonds national d’art contemporain
Samira Badran,Foreign Ministry
Hrair Sarkissian,FotoMuseum
Samer Omran,Fourteenth Damascus International
Liliana Porter,Fox
Fernando José Pereira,Franca de Xira
Meriç Algün Ringborg,Francesca Minini
Carsten Nicolai,Frank Bretschneider
Meriç Algün Ringborg,Fredrik Liew
Susan Hefuna,Fred Tomaselli
Akram Zaatari,French Cinemathèque
Nil Yalter,French National Library
Susan Hefuna,Freud Museum
Pouya Parsamagham,Fribourg International
Ola Hejazi,Frida Kahlo
Jawad Al Malhi,Frieze Foundation
Meriç Algün Ringborg,Frutta Gallery
Shiro Takatani,Fujiko Nakaya
Rasheed Araeen,Fukukoa Art Museum
Rasheed Araeen,Fukuoka Art Museum
Imran Qureshi,Fukuoka Asian Art Museum
Luz Maria Bedoya,Gabriela Mistral
Meriç Algün Ringborg,Galerie
Abdelkader Benchamma,Galerie du Jour
Panos Tsagaris,Galerie Michel Rein
Meriç Algün Ringborg,Galerie Nordenhake
Setareh Shahbazi,Galerie Sfeir-Semler
Meriç Algün Ringborg,Galeri NON
Meriç Algün Ringborg,Galleri Mejan
Farshid Maleki,Gallery Isabelle van den Eynde
Haleh Redjaian,Gallery Isabelle van den Eynde
Hesam Rahmanian,Gallery Isabelle van den Eynde
Jessica Mein,Gallery Isabelle van den Eynde
Lara Baladi,Gallery Isabelle van den Eynde
Nargess Hashemi,Gallery Isabelle van den Eynde
Niyaz-Azadikhah,Gallery Isabelle van den Eynde
Iman Raad,Gallery IVDE
Ramin Haerizadeh,Gallery IVDE
Doa Aly,Gao Shiming
Pascale Marthine Tayou,Garage Center
Melissa Chimera,Garden Isle Arts Council
Yusef A. Lateef,GA Symphony Orchestra
Meriç Algün Ringborg,Gävle Konstcentrum Library
Akram Zaatari,Gawangju
Bill Meyers,GDR
Jürgen Böttcher,GDR
Raeda Saadeh,GEMAK Museum
Ana Torfs,Generali Foundation
Oraib Toukan,Geography and Information Systems
Nevin Aladag,George Maciunas
Adila Laidi-Hanieh,George Mason University
Edgar Endress,George Mason University
Laurent Grasso,Georges Pompidou Centre
Pascal Hachem,Georges Pompidou Centre
Tanbak,Georgetown University
Sulayman Al Bassam,Georgina Van Welie
Carlos  Amorales,Gerrit Rietveld Academie
Mounira Al Solh,Gerrit Rietveld Academy
Mounir Al-Shaarani,Gezira Art Center
Marcel Odenbach,Gisela Capitain
Rosalind Nashashibi,Glasgow School of Art
Edward Said,Global Art Forum
Murtaza Vali,Global Art Forum
Saddek Wasil,Global Foundation
Reza Aramesh,Goldsmith College
Eyal Weizman,"Goldsmiths, University of London"
Sophia Al Maria,"Goldsmiths, University of London"
Hala Elkoussy,Goldsmiths College
"Haroon Mirza ",Goldsmiths College
Taus Makhacheva,Goldsmiths College
Thomas Demand,Goldsmiths College
Yazan Khalili,Goldsmiths College
Jane & Louise Wilson,Goldsmiths College of Art
Bob Landry,Google
"Lúcia Koch ",Göteborg International
José Luis Martinat,Göteborg Museum of Art
José Luis Martinat,Göthenburg
Raafat Ishak,Government
Elnaz Farajollahi,Graphic Design
Farshid Maleki,Graphic Design
Iman Raad,Graphic Design
Jenine Sharabi,Graphic Design
Nastaran Safaei,Graphic Design
Ramtin Zad,Graphic Design
Salwa Aleryani,Graphic Design
Shahrzad Changalvaee,Graphic Design
Marcel Odenbach,Grassi Museum
Ayman Yossri Daydban,Greenbox Museum
Hu Xiangqian,Guangzhou Academy of Fine Arts
Liliana Porter,Guggenheim
Luc Sante,Guggenheim
Maider López,Guggenheim
Walid Raad,Guggenheim
Suzanne Cotter,Guggenheim Abu Dhabi Project
Jane & Louise Wilson,Guggenheim Bilbao
Julia Meltzer,Guggenheim Foundation
Emily Jacir,Guggenheim Museum
Jane & Louise Wilson,Guggenheim Museum
Karin Sander,Guggenheim Museum
Rika Noguchi,Guggenheim Museum
Sharif Waked,Guggenheim Museum
Shilpa Gupta,Guggenheim Museum
Valeska Soares,Guggenheim Museum
Yuko Hasegawa,Guggenheim Museum
Alberto Duman,Guggenheim Walthamstow
Mounira Al Solh,Guild Art Gallery
Raed Yassin,Guild Art Gallery
Muratbek Djumaliev,Gulnara Kasmalieva
Mona Hatoum,Guy Brett
Rasheed Araeen,Gwangju
Alfredo Aquilizan,Gwangju Biennale
Bae Young-whan,Gwangju Biennale
CAMP,Gwangju Biennale
Iman Issa,Gwangju Biennale
Isabel Aquilizan,Gwangju Biennale
Jun Yang,Gwangju Biennale
mounir fatmi,Gwangju Biennale
Rabih Mroué,Gwangju Biennale
Rasheed Araeen,Gwangju Biennale
Shilpa Gupta,Gwangju Biennale
Sophia Al Maria,Gwangju Biennale
Tintin Wulia,Gwangju Biennale
Wang Jianwei,Gwangju Biennale
Dirk Fleischmann,Gwangju Design
Fatima Al Qadiri,Gwangju Design
Mona Marzouk,Gwanju Biennale
Meriç Algün Ringborg,Habib Engqvist
Eungie Joo,Haegue Yang
Gabriel Lester,Hague Gemeente Museum
Sharif Waked,Haifa University
Carsten Höller,Hamburger Bahnhof Museum
Mona Hatoum,Hamburger Kunsthalle
Simon Fujiwara,Hamburger Kunsthalle
Chai Siri,Hamburg International
Lara Favaretto,Hamilton Fulton Visiting
Bob Landry,Hamlin Baker
Latifa Echakhch,Hammer Museum
Runa Islam,Hammer Museum
Wael Shawky,Hammer Museum
Simone Fattal,Hans Spinner
Rika Noguchi,Hara Museum of Contemporary Art
Lani Maestro,Harbour Magazine
Andrei Ujică,Harun Farocki
Harun Farocki,Harvard
Standish Lawder,Harvard
Abdul Ghafur Sheikh,Harvard Business School
Noura Bouzo,Harvard Business School
Abdelfattah Kilito,Harvard University
Lamia Joreige,Harvard University
Marie-Hélène Cauvin,Harvard University
Rashid Masharawi,Harvard University
Wafaa Bilal,Harvard University
Jamal Al Kebasi,Hashim Mohammad Al
Amino Belyamani,Hassan Hakmoun
Mohammed Kazem,Hassan Sharif
Atfal Ahdath,Hatem Imam
Doa Aly,Haus Der Kunst
Mounira Al Solh,Haus Der Kunst
Kader Attia,Havana Biennale
Yonamine,Havana Biennale
Carlos  Amorales,Havana Biennial
Jayce Salloum,Havana Biennial
Mona Marzouk,Havana Biennial
Taysir Batniji,Havana Biennial
Adele Ne Jame,Hawaii Pacific University
Yang Shaobin,Hebei Institute of Light Industry
Simryn Gill,Heide Museum
Meriç Algün Ringborg,Helena Holmberg
Elena Kovylina,Helsinki Academy of Art Gallery
Hasan and Husain Essop,Helsinki Art Museum
"Basim Magdy ",Helwan University
Ibrahim Abumsmar,Helwan University
Magdi Mostafa,Helwan University
Moayad Hakim,Helwan University
Mohamed Abdelkarim,Helwan University
Haleh Redjaian,Henry Kleine
Almagul Menlibayeva,Herbert F. Johnson
Pouran-Jinchi,Herbert F. Johnson
Yusef A. Lateef,Herbie Fields
Huda Totonji,Her George Mason University
N.S. Harsha,Hermes
Minouk Lim,Hermés Korea Foundation
Jesper Just,Herning Museum of Contemporary Art
Iman Raad,Hesign Publishing & Design
Rania Moudaress,Higher Institute of Drama
Samer Omran,Higher Institute of Dramatic Arts
Noma Omran,Higher Institute of Music
Eva Meyer-Keller,High School
Karin Sander,Hirshhorn Museum
Shahzia Sikander,Hirshhorn Museum
Valeska Soares,Hirshhorn Museum
Alan Bishop,His Abduction Records
Kassab Bachi,Hochschule der Künste
Thomas Werner,Hochschule der Künste
YOVO! YOVO!,Hochschule für bildende Künste
"Basir Mahmood ",Hong-Gah Museum
Bae Young-whan,Hongik University
Lee Kit,Hong Kong Art Centre
Amino Belyamani,Houman Pourmehdi
Agnes Janich,House
Akram Zaatari,House
Gilbert Hage,House
Haytham el Wardany,House
Kazuyo Sejima,House
Lamya Gargash,House
Meriç Algün Ringborg,House
Muhamad Haider,House
N.S. Harsha,House
Noha Faoud Al-Ghalib,House
Rabih Mroué,House
Raeda Saadeh,House
Reem Al Ghaith,House
Sherif El Azma,House
Steve Reinke,House
Taha Al-Sabban,House
Huda Totonji,Huda Totonja
Yusef A. Lateef,Hugh Lawson
Emily Jacir,Hugo Boss
Yuko Hasegawa,Hugo Boss
Alfredo Jaar,Human
Khalil Rabah,Humankind
Edward Said,Human Rights Project
Laurent Grasso,Hunter College
Jessica Mein,Hunter College (New York)
Raafat Ishak,Ian Potter Museum of Art
Marilou Lemmens,Ibghy
Iman Issa,ICA
Kader Attia,ICA
Reza Aramesh,ICA
Panos Tsagaris,Imperial Belvedere Palace Museum
Rosalind Nashashibi,Imperial War Museum
Walid Siti,Imperial War Museum
Simon Fujiwara,Incest Museum
Tiffany Chung,Incheon International
Mark Lombardi,Independent Curators Inc
Alfredo Jaar,Indianapolis Museum of Art
Mohamed Abdelkarim,Indus Valley School of Art
Eyal Weizman,Inflexions
Abdullah Nawawi,Information
Valia Fetisov,Infusion and Media
Faisal Samra,Institut du Monde Arabe
Fateh Moudarres,Institut du Monde Arabe
Fouad Elkoury,Institut du Monde Arabe
Jumana Emil Abboud,Institut du Monde Arabe
Larissa Sansour,Institut du Monde Arabe
Rula Halawani,Institut du Monde Arabe
Taysir Batniji,Institut du Monde Arabe
Ziad Dalloul,Institut du Monde Arabe
Youssef Nabil,Institut du Monde Arabe (Paris)
Adel Abdessemed,Institute of Art
Carsten Höller,Institute of Contemporary Art
Gilbert Hage,Institute of Contemporary Art
Iman Issa,Institute of Contemporary Arts
Tintin Wulia,Institute of Contemporary Arts
Dia Al-Azzawi,Institute of Fine Arts
Firoz Mahmud,Institute of Fine Arts
Walid Siti,Institute of Fine Arts
Mohamed El Mahdaoui,Institut National des Beaux-Arts de Tétouan
Khaled Hourani,International Academy of Art
Khaled Jarrar,International Academy of Art Palestine
Yazan Khalili,International Academy of Art Palestine
Yuko Hasegawa,International Arts Advisory Council
Doa Aly,International Center of Photography
Luc Sante,International Center of Photography
Maha Maamoun,International Center of Photography
Yto Barrada,International Center of Photography
Yto Barrada,International Centre of Photography
Meriç Algün Ringborg,International Moscow Biennale for Young Art
Wafaa Bilal,Inter-Society for the Electronic Arts
Yuko Hasegawa,Inujima House Project
Wissam Shawkat,Iraq Calligraphy Society
Walid Siti,Iraq Memory Foundation
Alfredo Aquilizan,Isabel Aquilizan
Simryn Gill,Isabel Carlos
Yonamine,Isabel Carlos
Lara Favaretto,Isabella Stewart Gardner Museum
Raqs Media Collective,Isabella Stewart Gardner Museum
Wafaa Bilal,ISEA
Shantia Zakerameli,Isfahan University of Art
EFFAT ABDULLAH FADAG,Islamic Art Department
Sharif Waked,Israel Museum
Cevdet Erek,Istanbul Biennial
Doa Aly,Istanbul Biennial
Edward Said,Istanbul Biennial
Hala Elkoussy,Istanbul Biennial
Hamra Abbas,Istanbul Biennial
Hrair Sarkissian,Istanbul Biennial
Işıl Eğrikavuk,Istanbul Biennial
Jumana Emil Abboud,Istanbul Biennial
Karin Sander,Istanbul Biennial
Larissa Sansour,Istanbul Biennial
"Lúcia Koch ",Istanbul Biennial
Meriç Algün Ringborg,Istanbul Biennial
Michael Rakowitz,Istanbul Biennial
Mounira Al Solh,Istanbul Biennial
Nevin Aladag,Istanbul Biennial
Ninar Esber,Istanbul Biennial
Rabih Mroué,Istanbul Biennial
Shahzia Sikander,Istanbul Biennial
Tintin Wulia,Istanbul Biennial
Wael Shawky,Istanbul Biennial
Burak Arikan,Istanbul Bilgi University
Işıl Eğrikavuk,Istanbul Bilgi University
Burak Arikan,Istanbul Design
Lani Maestro,Istanbul International
Nil Yalter,Istanbul Modern
Adrian Paci,IUAV
Ali Jabri,Jabri Human Heritage Foundation
Shalima Sharbatli,Jacoba van Heemskerk
Meriç Algün Ringborg,Jacob Fabricius
Oraib Toukan,Jacob Javitz
Naeem Mohaiemen,Jacques Rancière
Ramtin Zad,Jahad University
"SUPERFLEX ",Jakob Fenger
Gilbert Hage,Jalal Toufic
Graziella Rizkallah Toufic,Jalal Toufic
Omar Berrada,Jalal Toufic
Ala Ebtekar,James Gallery
Eyal Weizman,James Stirling Memorial
Marcel Odenbach,James Thomson Art Center
Shahrzad Changalvaee,Jamm Art Foundation
Noma Omran,Janáček Institute
Jane & Louise Wilson,Jane Wilson
Meriç Algün Ringborg,Jan Hoet
Nika Oblak,Japan Media
Primož Novak,Japan Media
Youssef Nabil,Jean-Paul Gaultier
Maalem Abdelkébir Merchane,Jean Philippe Rykiel
Abdulnasser Al-Amri,Jeddah Hilton Hotel
Noha Al-Sharif,Jeddah School of Fine Arts
Meriç Algün Ringborg,Jens Hoffmann
Sean Gullette,Jeremy Irons
Eva Meyer-Keller,Jerome Bel
Saloua Raouda Choucair,Jessica Morgan
Noma Omran,Ji
Seigen Ono,Joe Jackson
Meriç Algün Ringborg,Johannes Lekkerkerk
Seigen Ono,John Zorn
Jane & Louise Wilson,Jordanstone College of Art
Marcel Odenbach,Joseph Beuys
Solange Farkas,Joseph Beuys
Marcel Odenbach,Jüdisches Leben
Başak Ertür,Judith Butler
Meriç Algün Ringborg,Julia Greber
Meriç Algün Ringborg,Juliana Engberg
Carlos  Amorales,Julian Lede
Jessica Mein,Julia Stoschek
Jessica Mein,Julia Stoschek Foundation (Germany)
Abbas Kiarostami,Juliette Binoche
"Sille Storihle ","Jumana Manna "
Hans Haacke,June Paik
Solange Farkas,June Paik
Heman Chong,June Paik Art Center
Fred Eerdekens,K. Ghent
Setareh Shahbazi,Kadist
Heman Chong,Kadist Art Foundation
Rasheed Araeen,Kala Press
Hrair Sarkissian,Kalfayan Galleries
Panos Tsagaris,Kalfayan Galleries
Ahmed Felemban,Kamal Al-Muallim
Zineb Sedira,Kamel Mennour
Eungie Joo,Kara Walker
Maalem Abdelkébir Merchane,Karim Ziad
Carsten Nicolai,Karl-Marx-
Setareh Shahbazi,Karlsruher Kunstverein
Andrei Ujică,Karlsruhe University of Arts
Muratbek Djumaliev,Kasmalieva
Susan Hefuna,Katara Arts Center
Yuko Hasegawa,Kazuyo Sejima Spatial Design
Ahmed El Attar,K Darwin
Eungie Joo,Keith Haring
Elizabeth Peyton,Kemper Art Museum
Youssef Nabil,Kennedy Centre (Washington)
Yusef A. Lateef,Kenny Burrell
Sheela Gowda,Ken School of Art
Jayce Salloum,Khadim Ali
"Kamarstudios ",Khalid Içame
Nasir Nasrallah,Khalifa University
Adila Laidi-Hanieh,Khalil Sakakini Cultural Center
Maha Al-Khalawi,Khatt
Ahmad Konash,Khatt Foundation
Hani Alireza,Khatt Foundation
Maha Al-Khalawi,Khatt Foundation
Firoz Mahmud,Khulna Vision TV
Otobong Nkanga,Kiasma Museum of Contemporary Art
"Apichatpong Weerasethakul ",Kick
Meriç Algün Ringborg,Kim Einarsson & Stine Hebert
Saddek Wasil,King Abdul Aziz University
Eyad Maghazil,King Fahad University
Lulwah Al-Homoud,King Saud University
Eva Meyer-Keller,Kings College London
Haris Epaminonda,Kingston University
Lara Favaretto,Kingston University
Kamran Shirdel,Kish Documentary Film Festival
Eduardo Terrazas,Knoll International
Agnes Janich,Koli
Agnes Janich,Koli Artist-in-Residence Centre
Alexander Markov,Konrad Wolf University of Film
Meriç Algün Ringborg,Konstakademien
Sean Gullette,Kristin Scott Thomas
Fumito Urabe,Kunstakademie Düsseldorf
Thomas Demand,Kunstakademie Düsseldorf
Meriç Algün Ringborg,Kunsthal Charlottenborg
Ebtisam Abdulaziz,Kunst Museum
Abdullah Al Saadi,Kunstmuseum Bonn
"Angelica Mesiti ",Kunstmuseum Bonn
Shadia Alem,Kunstmuseum Bonn
Doa Aly,Kunstraum Kreuzberg
Iman Issa,Kunstraum Kreuzberg
Dirk Fleischmann,Kunstverein
Setareh Shahbazi,Kunstverein
Derek Ogbourne,Kurpfälzisches Museum
Abbas Akhavan,KW Institute
Wael Shawky,KW Institute
Shiro Takatani,Kyoto City University of Arts
Shiro Takatani,Kyoto Performing Arts Center
Abdullah Al Saadi,Kyoto Seika University
Miki Kasahara,Kyoto Seika University
Gulnara Kasmalieva,Kyrgyz National Museum of Fine Arts
Muratbek Djumaliev,Kyrgyz National Museum of Fine Arts
Gulnara Kasmalieva,Kyrgyz State Art College
Muratbek Djumaliev,Kyrgyz State Art College
Gulnara Kasmalieva,Kyrgyz State College of Fine Art
Muratbek Djumaliev,Kyrgyz State College of Fine Art
Maider López,Lab Project
Sherin Guirguis,Laguna Beach Art Museum
Nikolaj Bendix,La Maison Rouge
Tarek Atoui,La Maison Rouge
Yang Fudong,Lam Contemporary Art Center
"Jean-Luc Moulène ",Landesmuseum Joanneum GmbH
Amino Belyamani,Larry Koonse
Sherin Guirguis,Las Vegas Art Museum
Lawrence Weiner,Laurence Weiner
Alexis Bhagat,Lauren Rosati
Jananne Al-Ani,Le Bal
Ahmad Ghossein,Lebanese University
Mounira Al Solh,Lebanese University
Shafic Abboud,Lebanese University
Dirk Fleischmann,Leeum Museum of Art
Anri Sala,Le Fresnoy Studio National
Ahmed Mater,Leiden Museum Amsterdam
Ahmed Mater,Leiden Museum of Ethnology
Sophie Ernst,Leiden University
Heman Chong,Leif Magne
Monir Shahroudy Farmanfarmaian,Leighton House Museum
Ala Ebtekar,Leila Heller
Basmah Felemban,Leonardo da
Youssef Nabil,Leon Boyadjian
Abbas Akhavan,Le Printemps de Septembre (France)
Meriç Algün Ringborg,Library
Bob Landry,Life
Bob Landry,Life Magazine
José Luis Martinat,Lima Art Museum
Rabih Mroué,Lina Saneh
Shahzia Sikander,Linda Pace Foundation
Susan Hefuna,Line
Meriç Algün Ringborg,Linköping University
Alfredo Aquilizan,Liverpool Biennial
CAMP,Liverpool Biennial
Gabriel Lester,Liverpool Biennial
Isabel Aquilizan,Liverpool Biennial
Jawad Al Malhi,Liverpool Biennial
Jun Yang,Liverpool Biennial
Larissa Sansour,Liverpool Biennial
Minouk Lim,Liverpool Biennial
N.S. Harsha,Liverpool Biennial
Shilpa Gupta,Liverpool Biennial
Shimabuku,Liverpool Biennial
Taus Makhacheva,Liverpool Biennial
Sara Naim,London College of Communication
Tom Molloy,Lora Reynolds
Nil Yalter,Lord Byron Meets
Murtaza Vali,Lori Ledis
Wafaa Bilal,Los Angeles County Museum
Valeska Soares,Los Angeles County Museum of Art
Ahmed Mater,Los Angeles County Museum of Art (Los Angeles)
Nil Yalter,Los Angeles Museum of Contemporary Art
Reem Al Ghaith,Louisa Buck
Julia Meltzer,Louis Comfort Tiffany Foundation
Matt Saunders,Louis Comfort Tiffany Foundation
Michael Rakowitz,Louis Comfort Tiffany Foundation
Jane & Louise Wilson,Louise Wilson
Yusef A. Lateef,Louis Hayes
Anri Sala,Louisiana Museum
"SUPERFLEX ",Louisiana Museum
Jem Cohen,Luc Sante
Basma Al Sharif,Lund University
Bjørn Melhus,LUX
Luz Maria Bedoya,Luz María
Zaman M Jassim,M. Jassim
Simryn Gill,M.K. Ghandi
Raeda Saadeh,M. Qattan
Nastaran Safaei,Maakous Sculptors Group
Shahzia Sikander,MacArthur Foundation
Karim Aïnouz,Madame Satã
Fred Eerdekens,Magda Danysz
Meriç Algün Ringborg,Maja Wismer
Shiro Takatani,Mallarmé Project
Basma Al Sharif,Malmö Art Academy
José Luis Martinat,Malmö Art Academy
José Luis Martinat,Malmö Art Museum
Meriç Algün Ringborg,Malmö Art Museum
José Luis Martinat,Malmö Fine Art Academy
Haris Epaminonda,Malmö Konsthall
Meriç Algün Ringborg,Malmö Konsthall
Pascale Marthine Tayou,Malmö Konsthall
Rania Stephan,Manara & Kimo
Abdullah Al Saadi,Manarat Al Saadiyat
Ana Torfs,"Manifesta "
Anawana Haloba,"Manifesta "
Carlos  Amorales,"Manifesta "
Dirk Fleischmann,"Manifesta "
Heman Chong,"Manifesta "
Mounira Al Solh,"Manifesta "
Raed Yassin,"Manifesta "
Raqs Media Collective,"Manifesta "
Rosalind Nashashibi,"Manifesta "
Zbyněk Baladrán,"Manifesta "
Amnah Alireza,Mansoojat Foundation
Meriç Algün Ringborg,Manuela Moscoso
Ala Ebtekar,Maraya Art Centre
Giuseppe Moscatello,Maraya Art Centre
Taus Makhacheva,Maraya Contemporary Art Centre
Laurent Grasso,Marcel Duchamp
Saâdane Afif,Marcel Duchamp
Abbas Akhavan,Marcelino Botín
Basma Al Sharif,Marcelino Botín
Solange Farkas,Marcel Odenbach & Robert Cahen (Buenos Aires
Lani Maestro,MARCO
Meriç Algün Ringborg,Maria Lind
Ayşe Erkmen,Maria Sibylla
Richard Ibghy,Marilou Lemmens
Doa Aly,Marina Sorbello
Pascal Hachem,Mario Merz Foundation
Youssef Nabil,Mario Testino
Heman Chong,Mark Aerial
Yuko Hasegawa,Marlene Dumas
Pascale Marthine Tayou,Marrakech Biennale
YOVO! YOVO!,Martina Mahlknecht
YOVO! YOVO!,Martina Mahlknechtb
YOVO! YOVO!,Martin Prinoth
YOVO! YOVO!,Martin Prinothb
Nida Sinnokrot,Mart Museum
Amir H. Fallah,Maryland Institute College of Art
Burak Arikan,Massachusetts Institute of Technology
Kader Attia,Massana School of Applied Arts
Raqs Media Collective,Mass Communications
Michael Rakowitz,MassMOCA
Ramin Haerizadeh,Massoud Massoumi
Abdelkader Benchamma,Mathaf Museum
Meriç Algün Ringborg,Mats Stjernstedt
Yuko Hasegawa,"Matthew Barney "
Ana Torfs,Maurice Maeterlinck
"Angelica Mesiti ",MCA Collection
Aras Özgün,Media Studies Department
Aras Özgün,Media Theory and Digital Media
Rasheed Araeen,Mediterranean Project
Meriç Algün Ringborg,Meessen De Clerq
Adele Ne Jame,Melissa Chimera
Yto Barrada,Mercedes
Jonathas de Andrade,Mercosur
Seigen Ono,Merry Christmas
Pouran-Jinchi,Metropolitan Museum
Andreas Gursky,Metropolitan Museum of Art
Lani Maestro,Metropolitan Museum of Art
Monir Shahroudy Farmanfarmaian,Metropolitan Museum of Art
Walid Siti,Metropolitan Museum of Art
Yu-ichi Inoue,Metropolitan Museum of Art
Elena Kovylina,Miami Dade College
Suzanne Cotter,Michael Clark
Hasan and Husain Essop,Michaelis School of Fine Art
Carsten Nicolai,Michael Nyman
Noura Bouzo,Michael Porter
Youssef Nabil,Michael Stevenson
"Basir Mahmood ",Michigan State University
Aras Özgün,Middle East Technical University
Alberto Duman,Middlesex University
Ahmed Mater,Miftaha Arts Village
mounir fatmi,Migros Museum
Tarek Halaby,Miguel Gutierrez
Carsten Nicolai,Mika Vainio
Hiroyuki Masuyama,Mikkeli Art Museum
Elizabeth Peyton,Mildred Lane
Yusef A. Lateef,Miles Davis
Yusef A. Lateef,Milt Jackson
Wafaa Bilal,Milwaukee Art Museum Milwaukee
Abdullah Nawawi,Ministry of Culture
Kamran Shirdel,Ministry of Culture
Abdulaziz Ashour,Ministry of Energy
Doug Henders,Minneapolis College of Art
Hend Al-Mansour,Minneapolis College of Art and Design
Ahmed Alsoudani,Minneapolis Institute of Art
Maha Malluh,Minnie Mouse
Gabriel Lester,Minsheng Art Museum
Hu Xiangqian,Minsheng Art Museum
Liu Wei,Minsheng Art Museum
Bahar Behbahani,Miramar Museum
Carsten Höller,Miriam Bäckström
Jayce Salloum,MIT Press
Naeem Mohaiemen,MIT Press
Rashid Masharawi,Mobile Cinema Department
Djamel Kokene,Mobile-School
"Jean-Luc Moulène ",Modern
Lamia Joreige,Modern
Mouna Karray,Modern
Nil Yalter,Modern
Simryn Gill,Modern
Adrian Paci,Moderna Museet
Meriç Algün Ringborg,Moderna Museet
Sherif El Azma,Modern Art Museum
Abdelfattah Kilito,Mohamed V University
Mohamed Bourouissa,Mohammed Bourouissa
Mohamed El Mahdaoui,Mohammed El
Bahman Mohassess,Mohammed Habib Mohammedi
Jessica Mein,Mohammed Kazem
Matt Saunders,MoMA
Michael Rakowitz,MoMA
Steve Reinke,MoMA
Susan Hefuna,MoMA
Adrian Paci,MoMA PS1
Fatima Al Qadiri,MoMA PS1
Marcel Odenbach,MoMA PS1
Saâdane Afif,Monaco Foundation
Abbas Akhavan,Mona Hatoum
Safeya Binzagr,Mona Lisa
Baseem Al Sharqi,Mona Liza
