Source,Target
Doa Aly,Chang Tsong-zung
Dirk Fleischmann,Charles Lim
Yusef A. Lateef,Charles Mingus
Amir H. Fallah,Charleston
Yusef A. Lateef,Chattanooga
Ahmed El Attar,Chevening
"Apichatpong Weerasethakul ",Chiang
Chai Siri,Chiang
Romeo Castellucci,Chiara Guidi
Basma Al Sharif,Chicago
Doug Henders,Chicago
Haig Aivazian,Chicago
N.S. Harsha,Chicago
Susan Hefuna,Chicago
Wafaa Bilal,Chicago
Alfredo Jaar,Chile
Almagul Menlibayeva,Chile
Bijoy Jain,Chile
Enrique Ramirez,Chile
Eugenio Dittborn,Chile
Luz Maria Bedoya,Chile
Abdullah Al-Mazrook,China
"Angelica Mesiti ",China
Bijoy Jain,China
Doa Aly,China
Fred Eerdekens,China
Gabriel Lester,China
Heman Chong,China
Hu Xiangqian,China
Jalal Toufic,China
Jun Yang,China
Khaled Sabsabi,China
Lantian Xie,China
Larissa Sansour,China
Liu Wei,China
Moataz Nasr,China
Olafur Eliasson,China
Otobong Nkanga,China
Raqs Media Collective,China
Rasheed Araeen,China
Wang Jianwei,China
Yang Fudong,China
Yang Shaobin,China
Zhang Hui,China
Baseem Al Sharqi,Chinese
Hu Xiangqian,Chinese
Tarek Atoui,Chinese
Wang Jianwei,Chinese
Naeem Mohaiemen,Chittagong Hill
Doa Aly,Chris Dercon
Steve Reinke,Chris Gehman
Heman Chong,Christchurch
Maider López,Christchurch
Abdelkader Benchamma,Christian Bernard
Kazuyo Sejima,Christian Dior
Ammar Bouras,Christian Lecompte
Monika Börgmann,Christian Phalange
Eva Meyer-Keller,Christine De Smedt
Dan Brault,City
Huda Lutfi,City
Iman Issa,City
José Luis Martinat,City
Jun Yang,City
Meriç Algün Ringborg,City
Minouk Lim,City
Shafic Abboud,City
Tiffany Chung,City
Wafaa Bilal,City
Ziad Dalloul,Claude Bernard
Shafic Abboud,Claude Monet
Edward Said,Claus Prize
Claudia Joskowicz,Cochabamba
João Vasco Paiva,Coimbra
Ahmad Amin Nazar,Cologne
Derek Ogbourne,Cologne
Hiroyuki Masuyama,Cologne
Marcel Odenbach,Cologne
Eugenio Dittborn,Colombia
Tony Chakar,Colombia
"Lúcia Koch ",Colorado
Yang Fudong,Colorado
Balufu Bakupa Kanyinda,Congo
Moataz Nasr,Congo
Mouna Karray,Congo
Elizabeth Peyton,Connecticut
Tom Molloy,Connecticut
Giuseppe Moscatello,Contemporanea
Zineb Sedira,Contemporary Wall
Ayman Ramadan,Copenhagen
Ebtisam Abdulaziz,Copenhagen
Jesper Just,Copenhagen
Larissa Sansour,Copenhagen
Melik Ohanian,Copenhagen
Meriç Algün Ringborg,Copenhagen
Nikolaj Bendix,Copenhagen
Olafur Eliasson,Copenhagen
Sama Alshaibi,Copenhagen
Sara Naim,Copenhagen
"SUPERFLEX ",Copenhagen
Thilo Frank,Copenhagen
Waheeda Malullah,Copenhagen
Wissam Shawkat,Copenhagen
Yang Shaobin,Copenhagen
Imran Qureshi,Corvi Mora
Ismaïl Bahri,Cotonou
Otobong Nkanga,Cotonou
Marie-Hélène Cauvin,Crossroads
Setareh Shahbazi,Crystal Series
Carlos  Amorales,Cuba
Jayce Salloum,Cuba
Rasheed Araeen,Cuba
Yang Fudong,Cuba
Yonamine,Cuba
Meriç Algün Ringborg,Cuenca
Yusef A. Lateef,Curtis Fuller
Haris Epaminonda,Cyprus
Eduard Puterbrot,Czech Republic
Noma Omran,Czech Republic
Susan Hefuna,Czech Republic
Bahar Behbahani,D.C.
Melissa Chimera,D.C.
Tanbak,D.C.
Valeska Soares,D.C.
Abdulmajid Ali Al-Jarouf,Dahran
EFFAT ABDULLAH FADAG,Dahran
Antonio Jose Guzman,Dakar
Doa Aly,Dakar
Hasan and Husain Essop,Dakar
Younès Rahmoun,Dakar
Ashkan Sepahvand,Damascus
Elias Zayat,Damascus
Hrair Sarkissian,Damascus
Julia Meltzer,Damascus
Kassab Bachi,Damascus
Marwan Kassab Bachi,Damascus
Monika Börgmann,Damascus
Noma Omran,Damascus
Rania Moudaress,Damascus
Samer Omran,Damascus
Samira Badran,Damascus
Yazan Khalili,Damascus
Youssef Abdelkė,Damascus
Ziad Dalloul,Damascus
Elizabeth Peyton,Danbury
Meriç Algün Ringborg,Daniel Birnbaum
Rania Attieh,Daniel Garcia
Sean Gullette,Daniel Shore
Rimini Protokoll,Daniel Wetzel
Olafur Eliasson,Danish
Setareh Shahbazi,dar
Omar Berrada,Dar
Sulayman Al Bassam,Dar
Amino Belyamani,Darek Oles
Sean Gullette,Darren Aronofsky
Sam Shalabi,David Kristian
Youssef Nabil,David Lachapelle
Heman Chong,David Reinfurt
Julia Meltzer,David Thorne
Sahand Hesamiyan,Delfina Entrecanales
Giuseppe Moscatello,della Sapienza
Balufu Bakupa Kanyinda,Democratic Republic
Moataz Nasr,Democratic Republic
Mouna Karray,Democratic Republic
Ahmad Ghossein,Denmark
Anri Sala,Denmark
Ayman Ramadan,Denmark
Jesper Just,Denmark
José Luis Martinat,Denmark
Larissa Sansour,Denmark
Melik Ohanian,Denmark
Nikolaj Bendix,Denmark
Olafur Eliasson,Denmark
Raeda Saadeh,Denmark
"Sille Storihle ",Denmark
"SUPERFLEX ",Denmark
Thilo Frank,Denmark
Walid Siti,Denmark
Wissam Shawkat,Denmark
Tintin Wulia,Denpasar
Adele Ne Jame,Denver
"Lúcia Koch ",Denver
Sama Alshaibi,Denver
Yang Fudong,Denver
Jane & Louise Wilson,Derby
Yazid Oulab,des Abattoirs
Ayşe Erkmen,Detroit
Meriç Algün Ringborg,Detroit
Yusef A. Lateef,Detroit
Jessica Mein,Dhabi
Manal Al Dowayan,Dhahran
Manal Dowayan,Dhahran
Firoz Mahmud,Dhaka
Naeem Mohaiemen,Dhaka
Runa Islam,Dhaka
Ahmed Felemban,Dia Aziz Dia
Maha Al-Khalawi,Dia Aziz Dia
Jem Cohen,DJ Rupture
Gulnara Kasmalieva,Djumaliev
Adel Abidin,Doha
Ahmed Alsoudani,Doha
Golnaz Fathi,Doha
Khalil Rabah,Doha
Lamia Joreige,Doha
Manal Al Dowayan,Doha
Noha Faoud Al-Ghalib,Doha
Sophia Al Maria,Doha
Susan Hefuna,Doha
Wafaa Bilal,Doha
Zineb Sedira,Doha
Alfredo Aquilizan,Dojima River
Isabel Aquilizan,Dojima River
Yusef A. Lateef,Donald Byrd
YOVO! YOVO!,Doris Margarete
Naeem Mohaiemen,Doug Ashford
Nika Oblak,Dresden
Primož Novak,Dresden
Abdulhalim Radwi,Dubai
Ala Ebtekar,Dubai
Ammar Al Attar,Dubai
Arefeh Riahi,Dubai
Ayman Yossri Daydban,Dubai
Baseem Al Sharqi,Dubai
Ebtisam Abdulaziz,Dubai
Edward Said,Dubai
Farshid Maleki,Dubai
Fatima Al Qadiri,Dubai
Golnaz Fathi,Dubai
Haig Aivazian,Dubai
Hassan Sharif,Dubai
Hesam Rahmanian,Dubai
Idris Khan,Dubai
Iman Raad,Dubai
Jessica Mein,Dubai
Lamya Gargash,Dubai
Lara Baladi,Dubai
Larissa Sansour,Dubai
Leila Pazooki,Dubai
Lulwah Al-Homoud,Dubai
Mahdi Al Jeraibi,Dubai
Manal Al Dowayan,Dubai
Mohammed Kazem,Dubai
Nadia Ayari,Dubai
Naeem Mohaiemen,Dubai
Pouran-Jinchi,Dubai
Ramin Haerizadeh,Dubai
Reem Al Ghaith,Dubai
Reza Aramesh,Dubai
Rokni Haerizadeh,Dubai
Sama Alshaibi,Dubai
Samah Hijawi,Dubai
Sara Naim,Dubai
Shadi Ghadirian,Dubai
Sophie Ernst,Dubai
Susan Hefuna,Dubai
Wissam Shawkat,Dubai
Yazid Oulab,Dubai
Youssef Abdelkė,Dubai
Amina Menia,Dublin
Elizabeth Peyton,Dublin
Heman Chong,Dublin
Iman Issa,Dublin
Luz Maria Bedoya,Dublin
Shahzia Sikander,Dublin
Tom Molloy,Dublin
Jane & Louise Wilson,Dundee
Marie-Hélène Cauvin,Durban
Idris Khan,Dusseldorf
Ana Torfs,Düsseldorf
Andreas Gursky,Düsseldorf
Driss Ouadahi,Düsseldorf
Hiroyuki Masuyama,Düsseldorf
Karin Sander,Düsseldorf
Marcel Odenbach,Düsseldorf
Mona Marzouk,Düsseldorf
mounir fatmi,Düsseldorf
Antonio Jose Guzman,Dutch
Manal Dowayan,Dutch
Shalima Sharbatli,Dutch
Nida Sinnokrot,Eastern Art
Mahmoud Refat,Eastern Music
Mahmoud Refat,Eastern Sonic
Basma Al Sharif,East Film
Bill Meyers,East Germany
The Ministry for State Security (Ministerium für Staatssicherheit),East Germany
Rula Halawani,East Jerusalem
"Basir Mahmood ",East Lansing
Alberto Duman,East London
Niyaz-Azadikhah,Eden
Panos Tsagaris,EDEN
Pascale Marthine Tayou,Edge
Nikolaj Bendix,Edinburgh
Doa Aly,Edit Molnar
Başak Ertür,Edward Said
Eyal Weizman,Edward Said
David Douglas Duncan,Edward Steichen
Ahmed Foula,Egypt
Anna Boghiguian,Egypt
Aras Özgün,Egypt
Ayman Ramadan,Egypt
"Basim Magdy ",Egypt
Doa Aly,Egypt
Giuseppe Moscatello,Egypt
Hala Elkoussy,Egypt
Hanan Abdullah Bahamdan,Egypt
Huda Lutfi,Egypt
Ibrahim Abumsmar,Egypt
Lamia Joreige,Egypt
Magdi Mostafa,Egypt
Maha Maamoun,Egypt
Mai Al Ibrashy,Egypt
Moataz Nasr,Egypt
Mohamed Abdelkarim,Egypt
Mona Marzouk,Egypt
Mounir Al-Shaarani,Egypt
Nacera Belaza,Egypt
Nika Oblak,Egypt
Ninar Esber,Egypt
Noma Omran,Egypt
Primož Novak,Egypt
Safeya Binzagr,Egypt
Saloua Raouda Choucair,Egypt
Shalima Sharbatli,Egypt
Sherif El Azma,Egypt
Sherin Guirguis,Egypt
Susan Hefuna,Egypt
Tarek Atoui,Egypt
Wael Shawky,Egypt
Waheeda Malullah,Egypt
Youssef Nabil,Egypt
Ahmed El Attar,Egyptian
Hanan Abdullah Bahamdan,Egyptian
Lara Baladi,Egyptian
Mahdi Al Jeraibi,Egyptian
Mahmoud Refat,Egyptian
Sam Shalabi,Egyptian
Sherif El Azma,Egyptian
Soraya Darwish,Egyptian
Susan Hefuna,Egyptian
Wael Shawky,Egyptian
Youssef Nabil,Egyptian
"SUPERFLEX ",Eindhoven
Tintin Wulia,Eindhoven
Yto Barrada,Ellen Auerbach
Sean Gullette,Emile Hirsch
Murtaza Vali,Emily Jacir
Hassan Sharif,Emirates
Lamya Gargash,Emirates
Ahaad Alamoudi,England
Ali Jabri,England
David Spriggs,England
Farhad Ahrarnia,England
Golnaz Fathi,England
Hasan and Husain Essop,England
Jane & Louise Wilson,England
Larissa Sansour,England
Safeya Binzagr,England
Simon Fujiwara,England
Taha Al-Sabban,England
Zena el Khalil,England
Zineb Sedira,England
Abdelfattah Kilito,English
Abdullah Al Saadi,English
Ali Jabri,English
Aras Özgün,English
Djamel Kokene,English
Halla Bint Khalid,English
Jane & Louise Wilson,English
Maha Malluh,English
Noura Bouzo,English
Raana-Farnoud,English
Simin Keramati,English
Mariam Ghani,Erin Ellen Kelly
Yusef A. Lateef,Ernie Farrell
Adrian Paci,Essen
Gulnara Kasmalieva,Estonia
Muratbek Djumaliev,Estonia
Theo Eshetu,Ethiopia
Mohamed Bourouissa,Eugene Delacroix
Abdullah Hammas,Europe
Agnes Janich,Europe
Anri Sala,Europe
Bahar Behbahani,Europe
Fahd Al-Khalif,Europe
Jem Cohen,Europe
Josephine Meckseper,Europe
Judith Barry,Europe
Jun Yang,Europe
Khaled Hourani,Europe
Khaled Jarrar,Europe
Laurent Grasso,Europe
Leila Pazooki,Europe
Liliana Porter,Europe
Maalem Abdelkébir Merchane,Europe
Magdi Mostafa,Europe
Mariam Ghani,Europe
Mohamed Ali Fadlabi,Europe
Mona Hatoum,Europe
Monir Shahroudy Farmanfarmaian,Europe
Mouna Karray,Europe
Raed Yassin,Europe
Raeda Saadeh,Europe
Regina José Galindo,Europe
Roberto Bellini,Europe
Samir Sayegh,Europe
Samira Badran,Europe
Shafic Abboud,Europe
Shohreh Mehran,Europe
Sophie Ernst,Europe
Tarek Atoui,Europe
Taysir Batniji,Europe
Thilo Frank,Europe
Walid Raad,Europe
Yusef A. Lateef,Europe
Zaman M Jassim,Europe
Zena el Khalil,Europe
Ziad Antar,Europe
Ziad Dalloul,Europe
Fouad Elkoury,Europeenne
Sara Ramo,Eva Klabin
Iman Issa,Exeter
Nil Yalter,Fabienne Dumont
Giuseppe Moscatello,Fabio Mauri
Pouya Parsamagham,Farshid Maleki
Saloua Raouda Choucair,Fernand Léger
Ammar Bouras,Field
Mahmoud Refat,Field
Maider López,Field
Sheela Gowda,Field
Adel Abidin,Finland
Agnes Janich,Finland
Anawana Haloba,Finland
Elena Kovylina,Finland
Erkka Nissinen,Finland
Hasan and Husain Essop,Finland
Hiroyuki Masuyama,Finland
Mohamed Bourouissa,Finland
Otobong Nkanga,Finland
Sama Alshaibi,Finland
"SUPERFLEX ",Finland
Samira Badran,Florence
Setareh Shahbazi,Florence
Susan Hefuna,Florence Guerlain
Mohamed Bourouissa,Florence Paradéis
Liliana Porter,Florencia Bazzano-
Hesam Rahmanian,Florida
Nadia Ayari,Florida
Abbas Akhavan,Fogo Islands
CAMP,Folkestone
Fernando José Pereira,Franca de Xira
Marwan Rechmaoui,Français
Abdelfattah Kilito,France
Abdelkader Benchamma,France
Adel Abidin,France
Ali Essafi,France
Amino Belyamani,France
"Angelica Mesiti ",France
Anri Sala,France
"Apichatpong Weerasethakul ",France
Ayşe Erkmen,France
"Basim Magdy ",France
"Basir Mahmood ",France
Bijoy Jain,France
Burak Arikan,France
Carsten Höller,France
"Charwei Tsai ",France
Djamel Kokene,France
Driss Ouadahi,France
Eduard Puterbrot,France
Eduardo Terrazas,France
Elena Kovylina,France
Enrique Ramirez,France
Fayçal Baghriche,France
Gulnara Kasmalieva,France
Haig Aivazian,France
Hassan Massoudy,France
Heman Chong,France
Hrair Sarkissian,France
Ismaïl Bahri,France
Jananne Al-Ani,France
Jane & Louise Wilson,France
Jayce Salloum,France
"Jean-Luc Moulène ",France
Kader Attia,France
"Kamarstudios ",France
Kazuyo Sejima,France
Khaled Sabsabi,France
Lamia Joreige,France
Lani Maestro,France
Latifa Echakhch,France
Laurent Grasso,France
Lili Dujourie,France
Liu Wei,France
Mario Rizzi,France
Marwan Rechmaoui,France
Melik Ohanian,France
Mohamed Bourouissa,France
Mohamed El Mahdaoui,France
mounir fatmi,France
Muratbek Djumaliev,France
Mustapha Benfodil,France
Nacera Belaza,France
Nargess Hashemi,France
Neda Razavipour,France
Nikolaj Bendix,France
Ninar Esber,France
Noha Faoud Al-Ghalib,France
Noma Omran,France
Omar Berrada,France
Otobong Nkanga,France
Pascale Marthine Tayou,France
Rabih Mroué,France
Raeda Saadeh,France
Rasheed Araeen,France
Ryoji Ikeda,France
Shafic Abboud,France
Shalima Sharbatli,France
Sheela Gowda,France
Shilpa Gupta,France
Shimabuku,France
Shiro Takatani,France
Simone Fattal,France
Susan Hefuna,France
Tarek Atoui,France
Taysir Batniji,France
Thilo Frank,France
Walid Raad,France
Yonamine,France
YOVO! YOVO!,France
Ziad Antar,France
Zineb Sedira,France
Érik Bullot,France
Meriç Algün Ringborg,Francesca Minini
Carsten Nicolai,Frank Bretschneider
Ala Ebtekar,Frankfurt
Ayşe Erkmen,Frankfurt
Dirk Fleischmann,Frankfurt
Haleh Redjaian,Frankfurt
Latifa Echakhch,Frankfurt
Otobong Nkanga,Frankfurt
Setareh Shahbazi,Frankfurt
Simon Fujiwara,Frankfurt
Meriç Algün Ringborg,Fredrik Liew
Susan Hefuna,Fred Tomaselli
Eva Meyer-Keller,Freiburg
Pascal Hachem,Freiburg
Abdelfattah Kilito,French
Ali Essafi,French
Djamel Kokene,French
Elena Kovylina,French
Hicham Ayouch,French
Hussein Al-Mohasen,French
Nacera Belaza,French
Nil Yalter,French
Omar Berrada,French
Saâdane Afif,French
Shafic Abboud,French
Ola Hejazi,Frida Kahlo
Shiro Takatani,Fujiko Nakaya
Imran Qureshi,Fukuoka
Rasheed Araeen,Fukuoka
Tiffany Chung,Fukuoka
Seigen Ono,Fukushima
Luz Maria Bedoya,Gabriela Mistral
Fernando José Pereira,Galicia
Doa Aly,Gao Shiming
Abbas Akhavan,Garden
Karin Sander,Garden
Niyaz-Azadikhah,Garden
Saloua Raouda Choucair,Garden
Shahzia Sikander,Garden
Valeska Soares,Garden
Jesper Just,Gateshead
Mona Marzouk,Gateshead
Raqs Media Collective,Gateshead
Rania Stephan,Gaza
Rosalind Nashashibi,Gaza
Taysir Batniji,Gaza
Rashid Masharawi,Gaza Strip
Adel Abdessemed,Geneva
Bahar Behbahani,Geneva
Yto Barrada,Geneva
Érik Bullot,Geneva
Doa Aly,Genève
"Jean-Luc Moulène ",Genève
Nevin Aladag,George Maciunas
Adele Ne Jame,Georgetown
Abdullah Al-Mazrook,Georgia
Sulayman Al Bassam,Georgina Van Welie
Abdelfattah Kilito,German
Alexander Markov,German
Bjørn Melhus,German
Hans Haacke,German
Karin Sander,German
Leila Fatemi,German
Marcel Odenbach,German
Meriç Algün Ringborg,German
Monika Börgmann,German
Shalima Sharbatli,German
Susan Hefuna,German
The Ministry for State Security (Ministerium für Staatssicherheit),German
Abdullah Al Saadi,Germany
Adrian Paci,Germany
Ahmad Amin Nazar,Germany
Ala Ebtekar,Germany
Amar Kanwar,Germany
Ana Torfs,Germany
Anawana Haloba,Germany
Andreas Gursky,Germany
"Angelica Mesiti ",Germany
Anri Sala,Germany
"Apichatpong Weerasethakul ",Germany
Aras Özgün,Germany
Ayreen Anastas,Germany
Bae Young-whan,Germany
"Basim Magdy ",Germany
"Basir Mahmood ",Germany
Burak Arikan,Germany
CAMP,Germany
Carsten Höller,Germany
Carsten Nicolai,Germany
Cevdet Erek,Germany
Chai Siri,Germany
David Claerbout,Germany
David Spriggs,Germany
Derek Ogbourne,Germany
Dirk Fleischmann,Germany
Doug Henders,Germany
Driss Ouadahi,Germany
Eduard Puterbrot,Germany
Elena Kovylina,Germany
Elizabeth Peyton,Germany
Eva Meyer-Keller,Germany
Fernando José Pereira,Germany
Fumito Urabe,Germany
Gabriel Lester,Germany
Golnaz Fathi,Germany
Gulnara Kasmalieva,Germany
Hala Elkoussy,Germany
Hiroyuki Masuyama,Germany
Işıl Eğrikavuk,Germany
Jalal Toufic,Germany
Jawad Al Malhi,Germany
"Jean-Luc Moulène ",Germany
Jessica Mein,Germany
Jürgen Böttcher,Germany
Kader Attia,Germany
Karin Sander,Germany
Kassab Bachi,Germany
Khaled Jarrar,Germany
Khaled Sabsabi,Germany
Lamya Gargash,Germany
Latifa Echakhch,Germany
Laurent Grasso,Germany
Leila Pazooki,Germany
Marcel Odenbach,Germany
Marcel Schwierin,Germany
Mario Rizzi,Germany
Marwa Rustam,Germany
Melik Ohanian,Germany
Mona Marzouk,Germany
Monir Shahroudy Farmanfarmaian,Germany
mounir fatmi,Germany
Mounira Al Solh,Germany
Muratbek Djumaliev,Germany
Nevin Aladag,Germany
Nika Oblak,Germany
Olafur Eliasson,Germany
Otobong Nkanga,Germany
Pablo Lobato,Germany
Pascale Marthine Tayou,Germany
Primož Novak,Germany
Raeda Saadeh,Germany
Ravi Agarwal,Germany
Reem Al Ghaith,Germany
Rika Noguchi,Germany
Ryoji Ikeda,Germany
Setareh Shahbazi,Germany
Shahzia Sikander,Germany
Sheela Gowda,Germany
Sherin Guirguis,Germany
Shimabuku,Germany
Shiro Takatani,Germany
Simon Fujiwara,Germany
Solange Farkas,Germany
Sophie Ernst,Germany
Susan Hefuna,Germany
Taysir Batniji,Germany
Thilo Frank,Germany
Thomas Demand,Germany
Tintin Wulia,Germany
Wael Shawky,Germany
Walid Raad,Germany
Walid Siti,Germany
Wang Jianwei,Germany
Yang Fudong,Germany
Yang Shaobin,Germany
YOVO! YOVO!,Germany
Yu-ichi Inoue,Germany
Amino Belyamani,Ghana
Marcel Odenbach,Ghana
Yto Barrada,Gibraltar
Kazuyo Sejima,Gifu
Ryoji Ikeda,Gifu
Marcel Odenbach,Gisela Capitain
Lara Favaretto,Glasgow
Meriç Algün Ringborg,Glasgow
Saâdane Afif,Glasgow
Taha Al-Sabban,Glasgow
Hala Elkoussy,Göteborg
Moataz Nasr,Gothenburg
Mariam Ghani,Governors Island
Simone Fattal,Grasse
Hiroyuki Masuyama,Graz
"Jean-Luc Moulène ",Graz
Khaled Jarrar,Graz
Mona Marzouk,Graz
Larissa Sansour,Great Britain
Ninar Esber,Great Britain
Michael Rakowitz,Great Neck
Ryoji Ikeda,Grec
Shafic Abboud,Greco
Ammar Al Attar,Greece
Hrair Sarkissian,Greece
Jalal Toufic,Greece
Jenine Sharabi,Greece
Moataz Nasr,Greece
Mohamed Abdelkarim,Greece
Panos Tsagaris,Greece
Rasheed Araeen,Greece
Sama Alshaibi,Greece
Samah Hijawi,Greece
Yang Fudong,Greece
Adel Abdessemed,Grenoble
Latifa Echakhch,Grenoble
Kazuyo Sejima,Grove
Eduardo Terrazas,Guadalajara
Hu Xiangqian,Guangdong
Doa Aly,Guangzhou
Heman Chong,Guangzhou
Jun Yang,Guangzhou
Leila Pazooki,Guangzhou
Liu Wei,Guangzhou
Yuk King Tan,Guangzhou
Zhang Hui,Guangzhou
Regina José Galindo,Guatemala
Muratbek Djumaliev,Gulnara Kasmalieva
Mona Hatoum,Guy Brett
Meriç Algün Ringborg,Habib Engqvist
Eungie Joo,Haegue Yang
Susan Hefuna,Hagen
Awadh Al-Hamzani,Hail
Marie-Hélène Cauvin,Haiti
Lani Maestro,Halifax
"Haroon Mirza ",Halle
Nika Oblak,Halle
Primož Novak,Halle
Shiro Takatani,Halle
Akram Zaatari,Hamburg
Hans Haacke,Hamburg
Jalal Toufic,Hamburg
Marwa Rustam,Hamburg
Mona Hatoum,Hamburg
Ravi Agarwal,Hamburg
Setareh Shahbazi,Hamburg
Susan Hefuna,Hamburg
YOVO! YOVO!,Hamburg
Dirk Fleischmann,Hamilton
Lara Favaretto,Hamilton Fulton Visiting
Romeo Castellucci,Hamlet
Bob Landry,Hamlin Baker
Liu Wei,Hangzhou
Wang Jianwei,Hangzhou
Yang Fudong,Hangzhou
Simone Fattal,Hans Spinner
Imran Qureshi,Harris
Matt Saunders,Harris
Yusef A. Lateef,Hartley
Andrei Ujică,Harun Farocki
Jamal Al Kebasi,Hashim Mohammad Al
Amino Belyamani,Hassan Hakmoun
Mohammed Kazem,Hassan Sharif
Atfal Ahdath,Hatem Imam
"SUPERFLEX ",Haugesund
Adel Abdessemed,Havana
Rasheed Araeen,Havana
Samira Badran,Havana
Yang Fudong,Havana
Adele Ne Jame,Hawaii
Melissa Chimera,Hawaii
Carsten Höller,Hayward
Lara Favaretto,Hayward
Nevin Aladag,Hayward
Pascale Marthine Tayou,Hayward
Rasheed Araeen,Hayward
Shimabuku,Hayward
Suzanne Cotter,Hayward
Amino Belyamani,Heath
Yang Shaobin,Hebei
Khaled Jarrar,Hebron
Wafa Hourani,Hebron
Adel Abdessemed,Heidelberg
Derek Ogbourne,Heidelberg
Gulnara Kasmalieva,Heidelberg
Muratbek Djumaliev,Heidelberg
Susan Hefuna,Heidelberg
Simryn Gill,Heide Museum
Zhang Hui,Heilongjiang
Meriç Algün Ringborg,Helena Holmberg
Adel Abidin,Helsinki
Erkka Nissinen,Helsinki
Idris Khan,Helsinki
Mohamed Bourouissa,Helsinki
Otobong Nkanga,Helsinki
"SUPERFLEX ",Helsinki
Haleh Redjaian,Henry Kleine
Almagul Menlibayeva,Herbert F. Johnson
Pouran-Jinchi,Herbert F. Johnson
Yusef A. Lateef,Herbie Fields
Amar Kanwar,Highway
CAMP,Highway
N.S. Harsha,Highway
Ravi Agarwal,Highway
Safeya Binzagr,Hijaz
Tiffany Chung,Ho Chi Minh City
Noma Omran,Holland
Tarek Atoui,Holland
Ninar Esber,Hollywood
Ashkan Sepahvand,Holy City
"Angelica Mesiti ",Hong Kong
Erkka Nissinen,Hong Kong
Hiroyuki Masuyama,Hong Kong
João Vasco Paiva,Hong Kong
Lee Kit,Hong Kong
Leila Pazooki,Hong Kong
Panos Tsagaris,Hong Kong
Raqs Media Collective,Hong Kong
Yuk King Tan,Hong Kong
Adele Ne Jame,Honolulu
Meriç Algün Ringborg,Hook
Naeem Mohaiemen,Hope
Amino Belyamani,Houman Pourmehdi
Pouran-Jinchi,Houston
Huda Totonji,Huda Totonja
Yusef A. Lateef,Hugh Lawson
Emily Jacir,Hugo Boss
Yuko Hasegawa,Hugo Boss
Gilbert Hage,Hungary
Kazuyo Sejima,Ibaraki
Marilou Lemmens,Ibghy
Fernando José Pereira,Iceland
Ninar Esber,Iceland
Fernando José Pereira,Icelandic
Olafur Eliasson,Icelandic
"Apichatpong Weerasethakul ",Illinois
Ayman Ramadan,Illinois
"Haroon Mirza ",Illinois
Işıl Eğrikavuk,Illinois
Jalal Toufic,Illinois
Aisha Khalid,India
Amar Kanwar,India
"Angelica Mesiti ",India
Bijoy Jain,India
CAMP,India
Heman Chong,India
Maalem Abdelkébir Merchane,India
Murtaza Vali,India
N.S. Harsha,India
Nikolaj Bendix,India
Raqs Media Collective,India
Ravi Agarwal,India
Shadi Ghadirian,India
Sheela Gowda,India
Shilpa Gupta,India
Amar Kanwar,Indian
CAMP,Indian
Leila Fatemi,Indian
N.S. Harsha,Indian
Nikolaj Bendix,Indian
Ravi Agarwal,Indian
Shahzia Sikander,Indo
Agnes Janich,Indonesia
Firoz Mahmud,Indonesia
Tintin Wulia,Indonesia
Yang Shaobin,Indonesia
Ahmad Amin Nazar,Iran
Ahmad Morshedloo,Iran
Ala Ebtekar,Iran
Amir H. Fallah,Iran
Aneh Mohammad Tatari,Iran
Babak Golkar,Iran
Bahman Kiarostami,Iran
Bahman Mohassess,Iran
Bita Fayyazi,Iran
Elnaz Farajollahi,Iran
Farhad Ahrarnia,Iran
Farhad Moshiri,Iran
Farshid Maleki,Iran
Golnaz Fathi,Iran
Haleh Redjaian,Iran
Houman Mortazavi,Iran
Iman Raad,Iran
Javad Azimi,Iran
Kamran Shirdel,Iran
Leila Pazooki,Iran
Mahmoud Bakhshi,Iran
Marwa Rustam,Iran
Mehrdad Mohebali,Iran
Mohamad Rahimi,Iran
Mohsen Ahmadvand,Iran
Monir Shahroudy Farmanfarmaian,Iran
Morteza Ahmadvand,Iran
Mostafa Darehbaghi,Iran
Nargess Hashemi,Iran
Nastaran Safaei,Iran
Neda Razavipour,Iran
Niyaz-Azadikhah,Iran
Omar Khayyam,Iran
Peyman Hooshmandzadeh,Iran
Raana-Farnoud,Iran
Ramin Haerizadeh,Iran
Ramtin Zad,Iran
Reza Aramesh,Iran
Sahand Hesamiyan,Iran
Setareh Shahbazi,Iran
Shadi Ghadirian,Iran
Shahriar Ahmadi,Iran
Shahrzad Changalvaee,Iran
Shantia Zakerameli,Iran
Shirin Neshat,Iran
Shohreh Mehran,Iran
Shohreh Mehran,IRAN
Ahmad Amin Nazar,Iranian
Ahmad Morshedloo,Iranian
Ala Ebtekar,Iranian
Arefeh Riahi,Iranian
Bahman Kiarostami,Iranian
Daniel Garcia,Iranian
Farhad Moshiri,Iranian
Farshid Maleki,Iranian
Houman Mortazavi,Iranian
Iman Raad,Iranian
Leila Fatemi,Iranian
Monir Shahroudy Farmanfarmaian,Iranian
Nargess Hashemi,Iranian
Nastaran Safaei,Iranian
Pouran-Jinchi,Iranian
Pouya Parsamagham,Iranian
Rania Attieh,Iranian
Sahand Hesamiyan,Iranian
Setareh Shahbazi,Iranian
Shahrzad Changalvaee,Iranian
Shirin Aliabadi,Iranian
Shirin Neshat,Iranian
Shohreh Mehran,Iranian
