source,group,target,lat,long,
Lina Gazzaz,Location,Jeddah,39.1640396,21.5822247,city
Lina Gazzaz,Location,Madinah,39.7045896,24.5483755,aerodrome
Lina Gazzaz,Location,Makkah,39.8209897,21.4228632,city
Liu Wei,Location,Beijing,116.3913489,39.9059093,city
Liu Wei,Location,China,104.999927,35.000074,administrative
Liu Wei,Location,France,1.8883335,46.603354,administrative
Liu Wei,Location,Guangzhou,113.259001,23.1300037,city
Liu Wei,Location,Hangzhou,120.149335,30.2665643,city
Liu Wei,Location,Italy,12.674297,42.6384261,administrative
Liu Wei,Location,Lyon,4.8323239,45.7575926,city
Liu Wei,Location,Norway,9.0999715,60.5000209,administrative
Liu Wei,Location,Oslo,10.7391112,59.9132694,city
Liu Wei,Location,Paris,2.3521334,48.8565056,city
Liu Wei,Location,Power Station,117.8326834,-28.0871336,village
Liu Wei,Location,Shanghai,121.4888922,31.2253441,city
Liu Wei,Location,South Korea,127.937111,35.3985008,administrative
Lize Mogel,Location,New York City,-73.9865812,40.7305991,city
Lize Mogel,Location,South Korea,127.937111,35.3985008,administrative
Lize Mogel,Location,Utrecht,5.1276803155,52.08095165,administrative
Luc Sante,Location,New York,-73.9865812,40.7305991,city
Luc Sante,Location,US,-100.4458825,39.7837304,administrative
Lulwah Al-Homoud,Location,Black Square,55.4623970143,25.3893138,yes
Lulwah Al-Homoud,Location,Brunei,114.5653908,4.4137155,administrative
Lulwah Al-Homoud,Location,Dubai,55.2961962,25.2683521,city
Lulwah Al-Homoud,Location,London,-0.1276474,51.5073219,city
Lulwah Al-Homoud,Location,Middle East,34.9773963,32.1862164,residential
Lulwah Al-Homoud,Location,North India,77.7660547,13.0217151,service
Luz Maria Bedoya,Location,Brazil,-53.2,-10.3333333,administrative
Luz Maria Bedoya,Location,Caribbean,-98.5112499,29.705694,residential
Luz Maria Bedoya,Location,Chile,-71.3187697,-31.7613365,administrative
Luz Maria Bedoya,Location,Dublin,-6.2600969,53.3494299,city
Luz Maria Bedoya,Location,Italy,12.674297,42.6384261,administrative
Luz Maria Bedoya,Location,Latin America,-44.3564773584,-22.427034,industrial
Luz Maria Bedoya,Location,Lima,-76.833333,-12,region
Luz Maria Bedoya,Location,Peru,-75.0458515,-6.8699697,administrative
Luz Maria Bedoya,Location,Santiago,-70.6504558,-33.437913,city
Luz Maria Bedoya,Location,São Paulo,-49.0232348,-21.9549806,administrative
Luz Maria Bedoya,Location,Talara,-3.5511425,36.947707,administrative
Lynn Love,Location,New York City,-73.9865812,40.7305991,city
Lúcia Koch,Location,Brazil,-53.2,-10.3333333,administrative
Lúcia Koch,Location,Colorado,-105.6077167,38.7251776,administrative
Lúcia Koch,Location,Denver,-104.9847034,39.7391536,city
Lúcia Koch,Location,Japan,139.2394179,36.5748441,administrative
Lúcia Koch,Location,Nagoya,136.9,35.183333,city
Lúcia Koch,Location,Porto Alegre,-51.2284299,-30.0282677,city
Lúcia Koch,Location,Rio de Janeiro,-43.2093727,-22.9110137,city
Lúcia Koch,Location,Sweden,14.5208584,59.6749712,administrative
Lúcia Koch,Location,São Paulo,-49.0232348,-21.9549806,administrative
Lúcia Koch,Location,Turkey,34.9249653,38.9597594,administrative
Lúcia Koch,Location,USA,-100.4458825,39.7837304,administrative
Maalem Abdelkébir Merchane,Location,Europe,9.9999997,51.0000003,continent
Maalem Abdelkébir Merchane,Location,India,78.6677428,22.3511148,administrative
Maalem Abdelkébir Merchane,Location,Japan,139.2394179,36.5748441,administrative
Maalem Abdelkébir Merchane,Location,Marrakech,-7.9886083,31.6259901,city
Magdi Mostafa,Location,Barcelona,2.1771353,41.3825596,city
Magdi Mostafa,Location,Cairo,31.2436663,30.0488185,city
Magdi Mostafa,Location,Egypt,29.2675469,26.2540493,administrative
Magdi Mostafa,Location,Europe,9.9999997,51.0000003,continent
Magdi Mostafa,Location,Italy,12.674297,42.6384261,administrative
Magdi Mostafa,Location,New York,-73.9865812,40.7305991,city
Magdi Mostafa,Location,Spain,-4.003104,40.0028028,administrative
Magdi Mostafa,Location,United States,-100.4458825,39.7837304,administrative
Magdi Mostafa,Location,USA,-100.4458825,39.7837304,administrative
Maha Al-Khalawi,Location,Jeddah,39.1640396,21.5822247,city
Maha Al-Khalawi,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Maha Maamoun,Location,Bamako,-8.0000014,12.6500083,city
Maha Maamoun,Location,Beirut,35.47843,33.8959203,city
Maha Maamoun,Location,Berlin,13.3888599,52.5170365,city
Maha Maamoun,Location,Cairo,31.2436663,30.0488185,city
Maha Maamoun,Location,California,-118.7559974,36.7014631,administrative
Maha Maamoun,Location,Egypt,29.2675469,26.2540493,administrative
Maha Maamoun,Location,London,-0.1276474,51.5073219,city
Maha Maamoun,Location,Mali,-2.2900239,16.3700359,administrative
Maha Maamoun,Location,Munich,11.5754815,48.1372719,city
Maha Maamoun,Location,New York,-73.9865812,40.7305991,city
Maha Maamoun,Location,Philadelphia,-75.163789,39.952335,city
Maha Maamoun,Location,Senegal,-14.4529612,14.4750607,administrative
Maha Malluh,Location,Najd,44.5,25,region
Maha Malluh,Location,Riyadh,46.7150648,24.6319692,city
Maha Malluh,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Mahdi Al Jeraibi,Location,Dubai,55.2961962,25.2683521,city
Mahdi Al Jeraibi,Location,Jeddah,39.1640396,21.5822247,city
Mahdi Al Jeraibi,Location,Mecca,39.8209897,21.4228632,city
Mahdi Al Jeraibi,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Mahmoud Bakhshi,Location,Iran,52.9471344,32.9407496,administrative
Mahmoud Bakhshi,Location,Tehran,51.4214589,35.6865107,city
Mahmoud Refat,Location,Cairo,31.2436663,30.0488185,city
Mahmoud Refat,Location,Eastern Music,-83.268826,36.2185668,residential
Mahmoud Refat,Location,Eastern Sonic,,,
Mahmoud Refat,Location,Field,-116.4889591,51.3965941,village
Mahmoud Refat,Location,Japan,139.2394179,36.5748441,administrative
Mahmoud Refat,Location,Kyoto,135.763835,35.0185804,city
Mahmoud Refat,Location,London,-0.1276474,51.5073219,city
Mahmoud Refat,Location,Madrid,-3.7035825,40.4167047,city
Mahmoud Refat,Location,Spain,-4.003104,40.0028028,administrative
Mai Al Ibrashy,Location,Cairo,31.2436663,30.0488185,city
Mai Al Ibrashy,Location,Egypt,29.2675469,26.2540493,administrative
Maider López,Location,Barcelona,2.1771353,41.3825596,city
Maider López,Location,Bilbao,-2.9349478,43.2629642,city
Maider López,Location,Christchurch,172.6366455,-43.530955,city
Maider López,Location,Field,-116.4889591,51.3965941,village
Maider López,Location,London,-0.1276474,51.5073219,city
Maider López,Location,San,127.937111,35.3985008,administrative
Maider López,Location,Shanghai,121.4888922,31.2253441,city
Maider López,Location,Sharjah,55.7954410161,25.21749685,administrative
Maider López,Location,Spain,-4.003104,40.0028028,administrative
Maider López,Location,Walls,-90.1517605,34.9578728,administrative
Manal Al Dowayan,Location,Berlin,13.3888599,52.5170365,city
Manal Al Dowayan,Location,Brussels,4.3672016945,50.84404145,administrative
Manal Al Dowayan,Location,Dhahran,50.1202146,26.2966528,town
Manal Al Dowayan,Location,Doha,51.5759155776,25.34403115,administrative
Manal Al Dowayan,Location,Dubai,55.2961962,25.2683521,city
Manal Al Dowayan,Location,Istanbul,28.9651646,41.0096334,city
Manal Al Dowayan,Location,Korea,127.937111,35.3985008,administrative
Manal Al Dowayan,Location,London,-0.1276474,51.5073219,city
Manal Al Dowayan,Location,Qatar,51.2295295,25.3336984,administrative
Manal Al Dowayan,Location,Sarajevo,18.3886246,43.8515421,city
Manal Al Dowayan,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Manal Al Dowayan,Location,Seoul,126.9782914,37.5666791,city
Manal Al Dowayan,Location,Sharjah,55.7954410161,25.21749685,administrative
Manal Al Dowayan,Location,UAE,31.2718321,49.4871968,administrative
Manal Al-Harbi,Location,Riyadh,46.7150648,24.6319692,city
Manal Dowayan,Location,Amsterdam,4.8979956034,52.374436,administrative
Manal Dowayan,Location,Dhahran,50.1202146,26.2966528,town
Manal Dowayan,Location,London,-0.1276474,51.5073219,city
Manal Dowayan,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Manal Dowayan,Location,the Netherlands,5.5346073816,52.2379891,administrative
Manal Dowayan,Location,Venice,12.3345899,45.4371908,city
Marcel Odenbach,Location,Austria,13.199959,47.2000338,administrative
Marcel Odenbach,Location,Bangkok,100.4160866016,13.5859219,administrative
Marcel Odenbach,Location,Berlin,13.3888599,52.5170365,city
Marcel Odenbach,Location,Brazil,-53.2,-10.3333333,administrative
Marcel Odenbach,Location,Bremen,8.80717,53.0758099,city
Marcel Odenbach,Location,Buenos Aires,-58.4459789,-34.612869,city
Marcel Odenbach,Location,Cologne,6.9599738,50.9383611,city
Marcel Odenbach,Location,Düsseldorf,6.7737511,51.2251964,city
Marcel Odenbach,Location,Germany,10.4234469,51.0834196,administrative
Marcel Odenbach,Location,Ghana,-1.0800271,8.0300284,administrative
Marcel Odenbach,Location,Krakow,19.9368564,50.0619474,city
Marcel Odenbach,Location,Leipzig,12.3810549,51.3391827,city
Marcel Odenbach,Location,Male,-2.2900239,16.3700359,administrative
Marcel Odenbach,Location,Munich,11.5754815,48.1372719,city
Marcel Odenbach,Location,New York,-73.9865812,40.7305991,city
Marcel Odenbach,Location,Philadelphia,-75.163789,39.952335,city
Marcel Odenbach,Location,Poland,19.0258159,52.0977181,administrative
Marcel Odenbach,Location,São Paulo,-49.0232348,-21.9549806,administrative
Marcel Odenbach,Location,Thailand,100.83273,14.8971921,administrative
Marcel Odenbach,Location,UAE,31.2718321,49.4871968,administrative
Marcel Odenbach,Location,USA,-100.4458825,39.7837304,administrative
Marcel Odenbach,Location,Vienna,16.3725042,48.2083537,city
Marcel Schwierin,Location,Germany,10.4234469,51.0834196,administrative
Mariam Ghani,Location,Beijing,116.3913489,39.9059093,city
Mariam Ghani,Location,Brooklyn,-73.9495823,40.6501038,suburb
Mariam Ghani,Location,Buffalo,-78.8783689,42.8864468,city
Mariam Ghani,Location,Europe,9.9999997,51.0000003,continent
Mariam Ghani,Location,Governors Island,-74.0182012088,40.6887692,island
Mariam Ghani,Location,Kabul,69.1624302,34.5197058,city
Mariam Ghani,Location,London,-0.1276474,51.5073219,city
Mariam Ghani,Location,New York,-73.9865812,40.7305991,city
Mariam Ghani,Location,NY,-75.8449946,43.1561681,administrative
Mariam Ghani,Location,Prague,14.4212556,50.0874401,city
Mariam Ghani,Location,Sharjah,55.7954410161,25.21749685,administrative
Mariam Ghani,Location,US,-100.4458825,39.7837304,administrative
Mariam Ghani,Location,USA,-100.4458825,39.7837304,administrative
Mariam Ghani,Location,Washington,-77.0366456,38.8949549,city
Marie-Hélène Cauvin,Location,Cambridge,0.124862,52.2033051,city
Marie-Hélène Cauvin,Location,Crossroads,-96.9921288792,33.221561,administrative
Marie-Hélène Cauvin,Location,Durban,31.0099095,-29.8618254,city
Marie-Hélène Cauvin,Location,Haiti,-72.3570972,19.1399952,administrative
Marie-Hélène Cauvin,Location,Lima,-76.833333,-12,region
Marie-Hélène Cauvin,Location,Massachusetts,-72.032366,42.3788774,administrative
Marilou Lemmens,Location,Calgary,-114.0498683891,51.02532675,administrative
Marilou Lemmens,Location,Quebec City,-71.2349114,46.8257374,city
Mario Rizzi,Location,Austria,13.199959,47.2000338,administrative
Mario Rizzi,Location,Berlin,13.3888599,52.5170365,city
Mario Rizzi,Location,France,1.8883335,46.603354,administrative
Mario Rizzi,Location,Germany,10.4234469,51.0834196,administrative
Mario Rizzi,Location,Istanbul,28.9651646,41.0096334,city
Mario Rizzi,Location,Italy,12.674297,42.6384261,administrative
Mario Rizzi,Location,Kosovo,20.9073323388,42.56088825,administrative
Mario Rizzi,Location,London,-0.1276474,51.5073219,city
Mario Rizzi,Location,New York,-73.9865812,40.7305991,city
Mario Rizzi,Location,Russia,97.7453061,64.6863136,administrative
Mario Rizzi,Location,Saint Petersburg,30.3153628,59.9393657,city
Mario Rizzi,Location,Turkey,34.9249653,38.9597594,administrative
Mario Rizzi,Location,UAE,31.2718321,49.4871968,administrative
Mario Rizzi,Location,UK,-3.2765753,54.7023545,administrative
Mario Rizzi,Location,USA,-100.4458825,39.7837304,administrative
Mario Rizzi,Location,Vienna,16.3725042,48.2083537,city
Mark Lombardi,Location,New York,-73.9865812,40.7305991,city
Mark Lombardi,Location,Williamsburg,-76.7074502,37.2707028,city
Marwa Rustam,Location,Abu Dhabi,54.3705762,24.4747961,city
Marwa Rustam,Location,Bahrain,50.5344606,26.1551249,administrative
Marwa Rustam,Location,Germany,10.4234469,51.0834196,administrative
Marwa Rustam,Location,Hamburg,10.0099133,53.5437641,state
Marwa Rustam,Location,Iran,52.9471344,32.9407496,administrative
Marwa Rustam,Location,Manama,50.5822436,26.2235041,city
Marwa Rustam,Location,Tehran,51.4214589,35.6865107,city
Marwa Rustam,Location,UAE,31.2718321,49.4871968,administrative
Marwan Rechmaoui,Location,Aix-en-Provence,5.4474738,43.5298424,city
Marwan Rechmaoui,Location,Beirut,35.47843,33.8959203,city
Marwan Rechmaoui,Location,Belgium,4.66696,50.6407351,administrative
Marwan Rechmaoui,Location,Bern,7.4515008,46.9482759,city
Marwan Rechmaoui,Location,Brazil,-53.2,-10.3333333,administrative
Marwan Rechmaoui,Location,Brussels,4.3672016945,50.84404145,administrative
Marwan Rechmaoui,Location,France,1.8883335,46.603354,administrative
Marwan Rechmaoui,Location,Lebanon,35.843409,33.8750629,administrative
Marwan Rechmaoui,Location,London,-0.1276474,51.5073219,city
Marwan Rechmaoui,Location,Monument,-0.0861271,51.5106328,station
Marwan Rechmaoui,Location,Switzerland,8.2319736,46.7985624,administrative
Marwan Rechmaoui,Location,São Paulo,-49.0232348,-21.9549806,administrative
Marwan Rechmaoui,Location,UAE,31.2718321,49.4871968,administrative
Marwan Rechmaoui,Location,UK,-3.2765753,54.7023545,administrative
Marwan Sahmarani,Location,Beirut,35.47843,33.8959203,city
Marwan Sahmarani,Location,Doha,51.5759155776,25.34403115,administrative
Marwan Sahmarani,Location,Dubai,55.2961962,25.2683521,city
Marwan Sahmarani,Location,Greece,21.9999569,39.000041,administrative
Marwan Sahmarani,Location,Lebanon,35.843409,33.8750629,administrative
Marwan Sahmarani,Location,London,-0.1276474,51.5073219,city
Marwan Sahmarani,Location,Mexico,-100.0000375,22.5000485,administrative
Marwan Sahmarani,Location,Montreal,-73.5912827,45.5224507,city
Marwan Sahmarani,Location,Munich,11.5754815,48.1372719,city
Marwan Sahmarani,Location,New York,-73.9865812,40.7305991,city
Marwan Sahmarani,Location,Paris,2.3521334,48.8565056,city
Marwan Sahmarani,Location,Rome,12.4830718,41.8933439,city
Marwan Sahmarani,Location,Washington,-77.0366456,38.8949549,city
Marwan Sahmarani,Location,Western Renaissance,-111.880429,33.3560138,residential
Matt Saunders,Location,Berlin,13.3888599,52.5170365,city
Matt Saunders,Location,Harris,-95.3741247,29.8119769,administrative
Matt Saunders,Location,New York,-73.9865812,40.7305991,city
Matt Saunders,Location,San Francisco,-122.4629897,37.7647993,administrative
Matthew Barney,Location,California,-118.7559974,36.7014631,administrative
Matthew Barney,Location,Connecticut,-72.7342163,41.6500201,administrative
Matthew Barney,Location,Germany,10.4234469,51.0834196,administrative
Matthew Barney,Location,Goslar,10.4266284,51.9059936,administrative
Matthew Barney,Location,Italy,12.674297,42.6384261,administrative
Matthew Barney,Location,New Haven,-72.9250518,41.3082138,city
Matthew Barney,Location,New York,-73.9865812,40.7305991,city
Matthew Barney,Location,San Francisco,-122.4629897,37.7647993,administrative
Matthew Barney,Location,USA,-100.4458825,39.7837304,administrative
Mehran Mesbah,Location,California,-118.7559974,36.7014631,administrative
Mehran Mesbah,Location,Canada,-107.9917071,61.0666922,administrative
Mehran Mesbah,Location,France,1.8883335,46.603354,administrative
Mehran Mesbah,Location,Sacramento,-121.4943996,38.5815719,city
Mehran Mesbah,Location,Tehran,51.4214589,35.6865107,city
Mehrdad Mohebali,Location,Iran,52.9471344,32.9407496,administrative
Mehrdad Mohebali,Location,Tehran,51.4214589,35.6865107,city
Melik Ohanian,Location,America,5.9660692821,51.44770365,administrative
Melik Ohanian,Location,Belgium,4.66696,50.6407351,administrative
Melik Ohanian,Location,Berlin,13.3888599,52.5170365,city
Melik Ohanian,Location,Brussels,4.3672016945,50.84404145,administrative
Melik Ohanian,Location,Copenhagen,12.5700724,55.6867243,city
Melik Ohanian,Location,Denmark,10.3333283,55.670249,administrative
Melik Ohanian,Location,France,1.8883335,46.603354,administrative
Melik Ohanian,Location,Germany,10.4234469,51.0834196,administrative
Melik Ohanian,Location,Lebanon,35.843409,33.8750629,administrative
Melik Ohanian,Location,London,-0.1276474,51.5073219,city
Melik Ohanian,Location,Lyon,4.8323239,45.7575926,city
Melik Ohanian,Location,Montpellier,3.8767337,43.6112422,city
Melik Ohanian,Location,New York,-73.9865812,40.7305991,city
Melik Ohanian,Location,Paris,2.3521334,48.8565056,city
Melik Ohanian,Location,South London,-0.1372339,51.3527078,bus_stop
Melik Ohanian,Location,UK,-3.2765753,54.7023545,administrative
Melik Ohanian,Location,USA,-100.4458825,39.7837304,administrative
Melissa Chimera,Location,D.C.,-102.396747487,31.86856735,retail
Melissa Chimera,Location,Hawaii,-157.975203,21.2160437,administrative
Melissa Chimera,Location,Lhasa,91.1314249,29.6568869,city
Melissa Chimera,Location,Richmond,-77.43428,37.5385087,city
Melissa Chimera,Location,Tibet,89.9999998,32.0000002,administrative
Melissa Chimera,Location,Virginia,-78.4927721,37.1232245,administrative
Melissa Chimera,Location,Washington,-77.0366456,38.8949549,city
Meriç Algün Ringborg,Location,Berlin,13.3888599,52.5170365,city
Meriç Algün Ringborg,Location,Brussels,4.3672016945,50.84404145,administrative
Meriç Algün Ringborg,Location,City,-0.0892154,51.5145109,town
Meriç Algün Ringborg,Location,Copenhagen,12.5700724,55.6867243,city
