source,edgetype,target 
Taus Makhacheva,Date,2010
Taysir Batniji,Person,Taysir Batniji
Taysir Batniji,Address,http://edgeofarabia.com/artists/taysir-batniji
Taysir Batniji,Location,Gaza
Taysir Batniji,Date,1966
Taysir Batniji,Person,Taysir Batniji
Taysir Batniji,Organization,Al-Najah University
Taysir Batniji,Location,Nablus
Taysir Batniji,Organization,West Bank
Taysir Batniji,Date,1994
Taysir Batniji,Organization,School of Fine Arts
Taysir Batniji,Location,France
Taysir Batniji,Location,Palestine
Taysir Batniji,Person,Batniji
Taysir Batniji,Date,2001
Teboho Mahlatsi,Person,Teboho Mahlatsi
Teboho Mahlatsi,Address,http://www.sharjahart.org/people/people-by-alphabet/m/mahlatsi-teboho
Teboho Mahlatsi,Person,Teboho Mahlatsi
Teboho Mahlatsi,Date,1974
Teboho Mahlatsi,Organization,Africa Cultural Centre
Teboho Mahlatsi,Organization,Film & Television Course
Teboho Mahlatsi,Location,Johannesburg
Teboho Mahlatsi,Date,2006
Teboho Mahlatsi,Date,1999
Teboho Mahlatsi,Location,White City
Teboho Mahlatsi,Date,1997
The Ministry for State Security (Ministerium für Staatssicherheit),Person,The Ministry for State Security (Ministerium für Staatssicherheit)
The Ministry for State Security (Ministerium für Staatssicherheit),Address,http://www.sharjahart.org/people/people-by-alphabet/m/ministry-of-state-security
The Ministry for State Security (Ministerium für Staatssicherheit),Origin,German
The Ministry for State Security (Ministerium für Staatssicherheit),Origin,German
The Ministry for State Security (Ministerium für Staatssicherheit),Location,East Germany
The Ministry for State Security (Ministerium für Staatssicherheit),Organization,Socialist Unity Party of Germany
The Ministry for State Security (Ministerium für Staatssicherheit),Organization,SED
Theo  Eshetu,Person,Theo  Eshetu
Theo  Eshetu,Address,http://www.sharjahart.org/people/people-by-alphabet/e/eshetu-theo
Theo  Eshetu,Person,Theo Eshetu
Theo  Eshetu,Location,London
Theo  Eshetu,Date,1958
Theo  Eshetu,Location,Ethiopia
Theo  Eshetu,Date,2002
Theo  Eshetu,Date,2001
Theo  Eshetu,Organization,Body & Soul
Theo  Eshetu,Date,2004
Thilo  Frank,Person,Thilo  Frank
Thilo  Frank,Address,http://www.sharjahart.org/people/people-by-alphabet/f/frank-thilo
Thilo  Frank,Date,1978
Thilo  Frank,Location,Germany
Thilo  Frank,Location,Berlin
Thilo  Frank,Location,Germany
Thilo  Frank,Date,2007
Thilo  Frank,Organization,Stuttgart State Academy of Art
Thilo  Frank,Location,Germany
Thilo  Frank,Person,Thilo Frank
Thilo  Frank,Location,Copenhagen
Thilo  Frank,Location,Denmark
Thilo  Frank,Location,Europe
Thilo  Frank,Location,Berlin
Thilo  Frank,Organization,ARKEN Museum
Thilo  Frank,Location,Denmark
Thilo  Frank,Date,2012
Thilo  Frank,Location,Wien
Thilo  Frank,Location,Austria
Thilo  Frank,Date,2012
Thilo  Frank,Location,Berlin
Thilo  Frank,Date,2011
Thilo  Frank,Person,Calder Saché
Thilo  Frank,Location,France
Thilo  Frank,Date,2009
Thomas  Demand,Person,Thomas  Demand
Thomas  Demand,Address,http://www.sharjahart.org/people/people-by-alphabet/d/demand-thomas
Thomas  Demand,Location,Munich
Thomas  Demand,Location,Germany
Thomas  Demand,Location,Berlin
Thomas  Demand,Location,Germany
Thomas  Demand,Date,1994
Thomas  Demand,Organization,Goldsmiths College
Thomas  Demand,Organization,University of London
Thomas  Demand,Location,UK
Thomas  Demand,Date,1992
Thomas  Demand,Organization,Kunstakademie Düsseldorf
Thomas  Demand,Location,Germany
Thomas  Demand,Date,1990
Thomas  Demand,Location,Munich
Thomas  Demand,Person,Thomas Demand
Thomas  Demand,Organization,Museum of Modern Art
Thomas  Demand,Location,Tokyo
Thomas  Demand,Location,Japan
Thomas  Demand,Date,2012
Thomas  Demand,Person,Van Beuningen
Thomas  Demand,Location,Rotterdam
Thomas  Demand,Location,the Netherlands
Thomas  Demand,Date,2010
Thomas  Demand,Location,Berlin
Thomas  Demand,Date,2009
Thomas  Demand,Location,Vienna
Thomas  Demand,Location,Austria
Thomas  Demand,Date,2009
Thomas  Demand,Location,Venice
Thomas  Demand,Location,Italy
Thomas  Demand,Date,2007
Thomas  Demand,Organization,Serpentine Gallery
Thomas  Demand,Location,London
Thomas  Demand,Location,UK
Thomas  Demand,Date,2006
Thomas  Demand,Organization,Museum of Modern Art
Thomas  Demand,Location,New York
Thomas  Demand,Location,New York
Thomas  Demand,Location,USA
Thomas  Demand,Date,2005
Thomas  Demand,Location,Germany
Thomas  Demand,Location,São Paulo
Thomas  Demand,Location,Brazil
Thomas  Demand,Date,2004
Thomas  Demand,Organization,Venice Biennale
Thomas  Demand,Date,2003
Thomas  Werner,Person,Thomas  Werner
Thomas  Werner,Address,http://www.sharjahart.org/people/people-by-alphabet/w/werner-thomas
Thomas  Werner,Person,Thomas Werner
Thomas  Werner,Location,Berlin
Thomas  Werner,Organization,Hochschule der Künste
Thomas  Werner,Location,Berlin
Thomas  Werner,Date,1991
Thomas  Werner,Date,1998
Thomas  Werner,Organization,Tate Modern
Thomas  Werner,Organization,Berlin Biennial
Tiffany  Chung,Person,Tiffany  Chung
Tiffany  Chung,Address,http://www.sharjahart.org/people/people-by-alphabet/c/chung-tiffany
Tiffany  Chung,Location,Ho Chi Minh City
Tiffany  Chung,Location,Vietnam
Tiffany  Chung,Date,2000
Tiffany  Chung,Organization,University of California
Tiffany  Chung,Location,Santa Barbara
Tiffany  Chung,Organization,California State University
Tiffany  Chung,Location,Long Beach
Tiffany  Chung,Person,Tiffany Chung
Tiffany  Chung,Person,Chung
Tiffany  Chung,Location,Asia
Tiffany  Chung,Location,Pacific
Tiffany  Chung,Location,Brisbane
Tiffany  Chung,Location,Australia
Tiffany  Chung,Date,2012
Tiffany  Chung,Organization,San Francisco Museum of Modern Art
Tiffany  Chung,Location,California
Tiffany  Chung,Date,2012
Tiffany  Chung,Organization,Biennale
Tiffany  Chung,Location,Taipei
Tiffany  Chung,Location,Taiwan
Tiffany  Chung,Date,2012
Tiffany  Chung,Organization,Singapore Biennale
Tiffany  Chung,Date,2011
Tiffany  Chung,Location,Norway
Tiffany  Chung,Date,2011
Tiffany  Chung,Person,Art
Tiffany  Chung,Person,City
Tiffany  Chung,Location,Barcelona
Tiffany  Chung,Location,Spain
Tiffany  Chung,Date,2010
Tiffany  Chung,Organization,Incheon International
Tiffany  Chung,Organization,Biennale
Tiffany  Chung,Location,South Korea
Tiffany  Chung,Date,2009
Tiffany  Chung,Location,Fukuoka
Tiffany  Chung,Person,Art Triennale
Tiffany  Chung,Location,Japan
Tiffany  Chung,Date,2005
Tintin Wulia,Person,Tintin Wulia
Tintin Wulia,Address,http://www.sharjahart.org/people/people-by-alphabet/w/wulia-tintin
Tintin Wulia,Date,1972
Tintin Wulia,Location,Denpasar
Tintin Wulia,Location,Melbourne
Tintin Wulia,Location,Australia
Tintin Wulia,Date,1998
Tintin Wulia,Location,Indonesia
Tintin Wulia,Organization,Berklee College of Music
Tintin Wulia,Location,Boston
Tintin Wulia,Location,Massachusetts
Tintin Wulia,Location,USA
Tintin Wulia,Person,Tintin Wulia
Tintin Wulia,Person,Wulia
Tintin Wulia,Organization,Gwangju Biennale
Tintin Wulia,Location,South Korea
Tintin Wulia,Date,2012
Tintin Wulia,Organization,Art and Media
Tintin Wulia,Location,Germany
Tintin Wulia,Date,2011
Tintin Wulia,Location,Moscow
Tintin Wulia,Organization,Biennale
Tintin Wulia,Location,Russia
Tintin Wulia,Date,2011
Tintin Wulia,Organization,Institute of Contemporary Arts
Tintin Wulia,Location,Singapore
Tintin Wulia,Date,2010
Tintin Wulia,Person,Van Abbemuseum
Tintin Wulia,Location,Eindhoven
Tintin Wulia,Location,the Netherlands
Tintin Wulia,Date,2007
Tintin Wulia,Location,Berlin
Tintin Wulia,Location,Germany
Tintin Wulia,Date,2005
Tintin Wulia,Organization,Istanbul Biennial
Tintin Wulia,Location,Turkey
Tintin Wulia,Date,2005
Tintin Wulia,Organization,RMIT University
Tintin Wulia,Location,Melbourne
Tom Molloy,Person,Tom Molloy
Tom Molloy,Address,http://www.sharjahart.org/people/people-by-alphabet/m/molloy-tom
Tom Molloy,Person,Tom Molloy
Tom Molloy,Location,US
Tom Molloy,Location,Dublin
Tom Molloy,Person,Lora Reynolds
Tom Molloy,Location,Austin
Tom Molloy,Location,Texas
Tom Molloy,Location,Ireland
Tom Molloy,Organization,Solstice Arts Centre
Tom Molloy,Location,Meath
Tom Molloy,Date,2008
Tom Molloy,Location,Limerick City
Tom Molloy,Date,2005
Tom Molloy,Date,2010
Tom Molloy,Organization,Aldrich Contemporary Art Museum
Tom Molloy,Location,Connecticut
Tony  Chakar,Person,Tony  Chakar
Tony  Chakar,Address,http://www.sharjahart.org/people/people-by-alphabet/c/chakar-tony
Tony  Chakar,Location,Beirut
Tony  Chakar,Location,Beirut
Tony  Chakar,Person,Tony Chakar
Tony  Chakar,Date,2011
Tony  Chakar,Location,Colombia
Tony  Chakar,Date,2011
Tony  Chakar,Organization,Sky
Tony  Chakar,Location,Beirut
Tony  Chakar,Date,2009
Tony  Chakar,Date,2008
Tony  Chakar,Person,Chakar
Tony  Chakar,Origin,Libanaise
Tony  Chakar,Person,des Beaux-
Tony  Chakar,Organization,University of Balamand
Tony  Chakar,Location,Beirut
Translation,Address,http://www.artclvb.com/artist/simin-keramati
Translation,Location,Tehran
Translation,Date,1970
Translation,Origin,English
Translation,Person,Translation
Translation,Organization,Azad University
Translation,Person,Art
Translation,Person,Architecture
Translation,Person,Fine Art
Translation,Organization,University of Art
Trisha  Donnelly,Person,Trisha  Donnelly
Trisha  Donnelly,Address,http://www.sharjahart.org/people/people-by-alphabet/d/donnelly-trisha
Trisha  Donnelly,Person,Trisha Donnelly
Trisha  Donnelly,Organization,Carnegie Museum of Art
Trisha  Donnelly,Location,Pittsburgh
Trisha  Donnelly,Date,2011
Trisha  Donnelly,Location,Berlin
Trisha  Donnelly,Date,2012
Trisha  Donnelly,Person,Donnelly
Trisha  Donnelly,Person,Art
Trisha  Donnelly,Organization,New York University
Trisha  Donnelly,Organization,Steinhardt School of Culture
Trisha  Donnelly,Date,2010
Valeska Soares,Person,Valeska Soares
Valeska Soares,Address,http://www.sharjahart.org/people/people-by-alphabet/s/soares-valeska
Valeska Soares,Origin,Brazilian
Valeska Soares,Person,Valeska Soares
Valeska Soares,Organization,Sharjah Biennial
Valeska Soares,Date,2007-08
Valeska Soares,Date,2007-08
Valeska Soares,Date,2009
Valeska Soares,Origin,Brazilian
Valeska Soares,Person,O Grivo
Valeska Soares,Person,Soares
Valeska Soares,Organization,University Museum of Contemporary Art
Valeska Soares,Location,Mexico
Valeska Soares,Date,2010
Valeska Soares,Organization,Blanton Museum of Art
Valeska Soares,Location,Austin
Valeska Soares,Location,Texas
Valeska Soares,Date,2010
Valeska Soares,Person,Arte Contemporânea
Valeska Soares,Location,São Paulo
Valeska Soares,Location,Brazil
Valeska Soares,Date,2009
Valeska Soares,Organization,Sharjah Biennial
Valeska Soares,Date,2009
Valeska Soares,Location,San Juan
Valeska Soares,Location,Puerto Rico
Valeska Soares,Date,2009
Valeska Soares,Organization,Biennial
Valeska Soares,Location,São Paulo
Valeska Soares,Date,2008
Valeska Soares,Person,Solomon
Valeska Soares,Organization,Guggenheim Museum
Valeska Soares,Location,New York
Valeska Soares,Date,2008
Valeska Soares,Location,London
Valeska Soares,Organization,Hirshhorn Museum
Valeska Soares,Organization,Sculpture
Valeska Soares,Location,Garden
Valeska Soares,Location,Washington
Valeska Soares,Location,D.C.
Valeska Soares,Organization,Solomon Guggenheim Museum
Valeska Soares,Location,New York
Valeska Soares,Organization,Los Angeles County Museum of Art
Valeska Soares,Location,California
Valeska Soares,Person,Arte Contemporânea
Valeska Soares,Location,Brazil
Valeska Soares,Person,Arte Contemporánea
Valeska Soares,Location,Malaga
Valeska Soares,Location,Spain
Valeska Soares,Person,Santa Ursula
Valeska Soares,Location,Rio de Janeiro
Valeska Soares,Date,1987
Valeska Soares,Organization,Pratt Institute
Valeska Soares,Location,New York
Valeska Soares,Date,1994
Valeska Soares,Person,Valeska Soares
Valeska Soares,Date,1957
Valeska Soares,Location,Belo Horizonte
Valeska Soares,Location,Brazil
Valeska Soares,Location,Brooklyn
Valeska Soares,Location,New York
Valeska Soares,Date,October 2010
Valia  Fetisov,Person,Valia  Fetisov
Valia  Fetisov,Address,http://www.sharjahart.org/people/people-by-alphabet/f/fetisov-valia
Valia  Fetisov,Date,1989
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Date,2011
Valia  Fetisov,Organization,Rodchenko School of Photography
Valia  Fetisov,Organization,New Media
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Person,Valia Fetisov
Valia  Fetisov,Person,Fetisov
Valia  Fetisov,Organization,Museum of Modern Art
Valia  Fetisov,Location,Warsaw
Valia  Fetisov,Location,Poland
Valia  Fetisov,Date,2012
Valia  Fetisov,Organization,Infusion and Media
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Date,2011
Valia  Fetisov,Organization,Multimedia Art Museum
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Date,2011
Valia  Fetisov,Organization,Stella Art Foundation
Valia  Fetisov,Location,Moscow
Valia  Fetisov,Date,2009
Vartan Avakian,Person,Vartan Avakian
Vartan Avakian,Address,http://www.sharjahart.org/people/people-by-alphabet/a/avakian-vartan
Vartan Avakian,Person,Vartan Avakian
Vartan Avakian,Organization,
Vartan Avakian,Person,Urban Culture
Vartan Avakian,Location,Barcelona
Vartan Avakian,Person,Avakian
Vartan Avakian,Location,Beirut
Vartan Avakian,Person,Atfal Ahdath
Wael Shawky,Person,Wael Shawky
Wael Shawky,Address,http://www.sharjahart.org/people/people-by-alphabet/s/shawky-wael
Wael Shawky,Origin,Egyptian
Wael Shawky,Person,Wael Shawky
Wael Shawky,Date,today
Wael Shawky,Date,1971
Wael Shawky,Location,Alexandria
Wael Shawky,Location,Egypt
Wael Shawky,Location,Alexandria
Wael Shawky,Person,Wael Shawky
Wael Shawky,Date,today
Wael Shawky,Person,Shawky
Wael Shawky,Organization,Serpentine Galleries
Wael Shawky,Location,London
Wael Shawky,Location,UK
Wael Shawky,Date,2013-2014
Wael Shawky,Organization,Hammer Museum
Wael Shawky,Location,Los Angeles
Wael Shawky,Location,USA
Wael Shawky,Date,2013
Wael Shawky,Organization,KW Institute
Wael Shawky,Location,Berlin
Wael Shawky,Location,Germany
Wael Shawky,Date,2012
Wael Shawky,Location,Nottingham
Wael Shawky,Location,UK
Wael Shawky,Date,2011
Wael Shawky,Person,Walker Art Gallery
Wael Shawky,Location,Liverpool
Wael Shawky,Location,UK
Wael Shawky,Date,2011
Wael Shawky,Location,Italy
Wael Shawky,Date,2010
Wael Shawky,Location,Germany
Wael Shawky,Date,2012
Wael Shawky,Organization,Istanbul Biennial
Wael Shawky,Location,Turkey
Wael Shawky,Date,2011
Wael Shawky,Organization,Schering Foundation
Wael Shawky,Person,Art Award
Wael Shawky,Organization,Abraaj Capital
Wael Shawky,Person,Art Prize
Wael Shawky,Date,2011
Wael Shawky,Person,Shawky
Wael Shawky,Organization,Sharjah Art Foundation
Wael Shawky,Organization,Serpentine
Wael Shawky,Organization,Edgware Road Project
Wael Shawky,Person,Shawky
Wael Shawky,Person,MASS Alexandria
Wael Shawky,Location,Alexandria
Wael Shawky,Date,2010
Wafa Hourani,Person,Wafa Hourani
Wafa Hourani,Address,http://www.sharjahart.org/people/people-by-alphabet/h/hourani-wafa
Wafa Hourani,Location,Hebron
Wafa Hourani,Date,1979
Wafa Hourani,Person,Wafa Hourani
Wafa Hourani,Date,2007
Wafa Hourani,Location,Thessaloniki
Wafa Hourani,Date,2008
Wafa Hourani,Date,2009
Wafa Hourani,Location,camp Qalandia
Wafa Hourani,Location,Israel
Wafa Hourani,Origin,Israeli
Wafa Hourani,Date,1987
Wafa Hourani,Location,Jerusalem
Wafa Hourani,Person,Hourani
Wafa Hourani,Location,Tunis
Wafa Hourani,Date,1998-2001
Wafa Hourani,Date,2006
Wafa Hourani,Person,Hourani
Wafa Hourani,Organization,Istanbul Biennial
Wafa Hourani,Date,2009
Wafa Hourani,Location,Abu Dhabi
Wafa Hourani,Date,2009
Wafa Hourani,Location,London
Wafa Hourani,Date,2008
Wafa Hourani,Location,Thessaloniki
Wafa Hourani,Date,2007
Wafa Hourani,Person,Hourani
Wafa Hourani,Date,October 2010
Wafaa Bilal,Person,Wafaa Bilal
Wafaa Bilal,Address,http://www.lawrieshabibi.com/artists/70-Wafaa-Bilal/overview/
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Date,2010
Wafaa Bilal,Location,Iraq
Wafaa Bilal,Origin,Iraqi
Wafaa Bilal,Location,US
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Date,2007
Wafaa Bilal,Location,Iraq
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Location,Chicago
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Location,Iraq
Wafaa Bilal,Organization,University of New Mexico
Wafaa Bilal,Organization,School of the Art Institute of Chicago
Wafaa Bilal,Organization,Arts
Wafaa Bilal,Organization,New York University
Wafaa Bilal,Organization,Tisch School
Wafaa Bilal,Organization,Arts
Wafaa Bilal,Location,New York
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Organization,Los Angeles County Museum
Wafaa Bilal,Location,USA
Wafaa Bilal,Organization,Arab Museum of Modern Art
Wafaa Bilal,Location,Doha
Wafaa Bilal,Location,Qatar
Wafaa Bilal,Organization,Museum of Contemporary Photography Chicago
Wafaa Bilal,Location,USA
Wafaa Bilal,Organization,Milwaukee Art Museum Milwaukee
Wafaa Bilal,Location,USA
Wafaa Bilal,Organization,New York Times
Wafaa Bilal,Organization,Chicago Tribune
Wafaa Bilal,Date,2008
Wafaa Bilal,Person,Art Asia
Wafaa Bilal,Location,Pacific
Wafaa Bilal,Date,2008
Wafaa Bilal,Location,City
Wafaa Bilal,Origin,Iraqi
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Person,Bilal
Wafaa Bilal,Organization,Harvard University
Wafaa Bilal,Organization,Stanford University
Wafaa Bilal,Organization,Carnegie Mellon School of Art
Wafaa Bilal,Organization,Arizona State University
Wafaa Bilal,Organization,ISEA
Wafaa Bilal,Organization,Inter-Society for the Electronic Arts
Wafaa Bilal,Organization,Art and Design
Waheeda Malullah,Person,Waheeda Malullah
Waheeda Malullah,Address,http://www.sharjahart.org/people/people-by-alphabet/m/malullah-waheeda
Waheeda Malullah,Person,Waheeda Malullah
Waheeda Malullah,Organization,Sharjah Biennial
Waheeda Malullah,Date,2010
Waheeda Malullah,Person,Al Manama
Waheeda Malullah,Location,Bahrain
Waheeda Malullah,Organization,Delfina Foundation
Waheeda Malullah,Location,London
Waheeda Malullah,Date,2008-09
Waheeda Malullah,Organization,China International
Waheeda Malullah,Date,2010
Waheeda Malullah,Location,Cairo
Waheeda Malullah,Date,2009
Waheeda Malullah,Person,Art Forum
Waheeda Malullah,Location,Cairo
Waheeda Malullah,Organization,House
Waheeda Malullah,Location,Egypt
Waheeda Malullah,Person,Al Riwaq
Waheeda Malullah,Location,Bahrain
Waheeda Malullah,Date,2008
Waheeda Malullah,Person,Festival
Waheeda Malullah,Location,Spain
Waheeda Malullah,Date,2008
Waheeda Malullah,Person,Festival
Waheeda Malullah,Person,Video
Waheeda Malullah,Location,Casablanca
Waheeda Malullah,Date,2008
Waheeda Malullah,Person,
Waheeda Malullah,Person,Documentaries
Waheeda Malullah,Location,Copenhagen
Waheeda Malullah,Date,2007
Waheeda Malullah,Person,Festival
Waheeda Malullah,Person,AMAL Festival
Waheeda Malullah,Location,Spain
Waheeda Malullah,Date,2007
Waheeda Malullah,Person,Festival
Waheeda Malullah,Location,Ljubljana
Waheeda Malullah,Location,Slovenia
Waheeda Malullah,Date,2007
Waheeda Malullah,Person,Malullah
Waheeda Malullah,Organization,Bahrain University
Waheeda Malullah,Organization,Regional Institute
Waheeda Malullah,Organization,Advertising and Marketing
Waheeda Malullah,Date,2002
Waheeda Malullah,Organization,Art College
Waheeda Malullah,Organization,University of Bahrain
Waheeda Malullah,Date,1978
Waheeda Malullah,Person,Waheeda Malullah
Waheeda Malullah,Location,Bahrain
Waheeda Malullah,Date,October 2010
Walid Raad,Person,Walid Raad
Walid Raad,Address,http://www.sharjahart.org/people/people-by-alphabet/r/raad-walid
Walid Raad,Person,Walid Raad
Walid Raad,Location,Lebanon
Walid Raad,Organization,Atlas Group
Walid Raad,Date,1989
Walid Raad,Date,2004
Walid Raad,Origin,Lebanese
Walid Raad,Date,between 1975 and 1991
Walid Raad,Date,2007
Walid Raad,Person,Thinner Than
Walid Raad,Date,2006
Walid Raad,Person,Will Be
Walid Raad,Date,2004
Walid Raad,Person,Contemporary Art
Walid Raad,Organization,Arab
Walid Raad,Date,2009
Walid Raad,Date,2007
Walid Raad,Person,Raad
Walid Raad,Organization,Documenta
Walid Raad,Location,Germany
Walid Raad,Organization,Venice Biennale
Walid Raad,Location,Venice
Walid Raad,Location,Italy
Walid Raad,Location,Berlin
Walid Raad,Location,Germany
Walid Raad,Organization,Museum of Modern Art
Walid Raad,Location,New York
Walid Raad,Location,USA
Walid Raad,Location,Beirut
Walid Raad,Location,Lebanon
Walid Raad,Location,Europe
Walid Raad,Location,Middle East
Walid Raad,Location,North America
Walid Raad,Person,Raad
Walid Raad,Date,2007
Walid Raad,Date,2007
Walid Raad,Location,Austria
Walid Raad,Date,2005
Walid Raad,Organization,Arab Image Foundation
Walid Raad,Person,Walid Raad
Walid Raad,Location,Lebanon
Walid Raad,Date,1967
Walid Raad,Person,Art
Walid Raad,Organization,Cooper Union (New York
Walid Raad,Location,USA
Walid Raad,Date,1989
Walid Raad,Organization,Rochester Institute of Technology
Walid Raad,Date,1993
Walid Raad,Date,1996
Walid Raad,Organization,University of Rochester
Walid Sadek,Person,Walid Sadek
Walid Sadek,Address,http://www.sharjahart.org/people/people-by-alphabet/s/sadek-walid
Walid Sadek,Person,Walid Sadek
Walid Sadek,Origin,Lebanese
Walid Sadek,Date,1975-1990
Walid Sadek,Person,Christian-born 
Wang Jianwei,Person,Wang Jianwei
Wang Jianwei,Address,http://www.sharjahart.org/people/people-by-alphabet/j/jianwei-wang
Wang Jianwei,Location,Sichuan
Wang Jianwei,Location,Beijing
Wang Jianwei,Location,China
Wang Jianwei,Date,1987
Wang Jianwei,Organization,Zhejiang Academy of Fine Arts
Wang Jianwei,Organization,China Academy of Art
Wang Jianwei,Location,Hangzhou
Wang Jianwei,Person,Wang Jianwei
Wang Jianwei,Location,China
Wang Jianwei,Origin,Chinese
Wang Jianwei,Date,1997
Wang Jianwei,Location,Sichuan
Wang Jianwei,Date,2008
Wang Jianwei,Date,2011
Wang Jianwei,Person,Wang
Wang Jianwei,Location,China
Wang Jianwei,Organization,Ullens Center
Wang Jianwei,Location,Beijing
Wang Jianwei,Date,2011
Wang Jianwei,Organization,Today Art Museum
Wang Jianwei,Location,Beijing
Wang Jianwei,Date,2009
Wang Jianwei,Organization,Museum of Modern Art
Wang Jianwei,Location,Shanghai
Wang Jianwei,Location,China
Wang Jianwei,Date,2008
Wang Jianwei,Organization,Asia-Australia Arts Center
Wang Jianwei,Location,Sydney
Wang Jianwei,Location,Australia
Wang Jianwei,Date,2004
Wang Jianwei,Organization,Walker Art Center
Wang Jianwei,Location,Minneapolis
Wang Jianwei,Location,Minnesota
Wang Jianwei,Location,USA
Wang Jianwei,Date,2002
Wang Jianwei,Organization,Venice Biennale
Wang Jianwei,Location,Italy
Wang Jianwei,Date,2003
Wang Jianwei,Location,São Paulo
Wang Jianwei,Location,Brazil
Wang Jianwei,Date,2002
Wang Jianwei,Organization,Documenta
Wang Jianwei,Location,Germany
Wang Jianwei,Date,1997
Wang Jianwei,Organization,Gwangju Biennale
Wang Jianwei,Location,South Korea
Wang Jianwei,Date,1995
"What, How & for Whom",Person,"What, How & for Whom"
"What, How & for Whom",Address,http://www.sharjahart.org/people/people-by-alphabet/w/what-how-for-whom
"What, How & for Whom",Person,"What, How & for Whom"
"What, How & for Whom",Date,1999
"What, How & for Whom",Location,Zagreb
"What, How & for Whom",Location,Croatia
"What, How & for Whom",Person,Ana Devi
"What, How & for Whom",Person,Sabina Sabolovi
"What, How & for Whom",Person,Gallery Nova
"What, How & for Whom",Location,Zagreb
"What, How & for Whom",Date,2000
"What, How & for Whom",Location,Zagreb
Wissam Shawkat,Person,Wissam Shawkat
Wissam Shawkat,Address,http://www.sharjahart.org/people/people-by-alphabet/s/shawkat-wissam
Wissam Shawkat,Date,1974
Wissam Shawkat,Location,Basra
Wissam Shawkat,Location,Dubai
Wissam Shawkat,Location,UAE
Wissam Shawkat,Date,1996
Wissam Shawkat,Organization,University of Basra
Wissam Shawkat,Person,Wissam Shawkat
Wissam Shawkat,Person,Shawkat
Wissam Shawkat,Location,Sharjah
Wissam Shawkat,Location,UAE
Wissam Shawkat,Date,2008
Wissam Shawkat,Date,2012
Wissam Shawkat,Organization,Farjam Collection
Wissam Shawkat,Location,Dubai
Wissam Shawkat,Date,2009
Wissam Shawkat,Location,Copenhagen
Wissam Shawkat,Location,Denmark
Wissam Shawkat,Date,2007
Wissam Shawkat,Organization,Al Burda International
Wissam Shawkat,Location,Dubai
Wissam Shawkat,Date,2006
Wissam Shawkat,Date,2007
Wissam Shawkat,Date,2008
Wissam Shawkat,Organization,Iraq Calligraphy Society
Wissam Shawkat,Location,Baghdad
Wissam Shawkat,Date,2002
YOVO! YOVO!,Person,YOVO! YOVO!
YOVO! YOVO!,Address,http://www.sharjahart.org/people/people-by-alphabet/y/yovo-yovo
YOVO! YOVO!,Person,Martina Mahlknecht
YOVO! YOVO!,Person,Martin Prinoth
YOVO! YOVO!,Person,Doris Margarete
YOVO! YOVO!,Date,2012
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Location,Germany
YOVO! YOVO!,Date,1984
YOVO! YOVO!,Location,Trondheim
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Date,2010
YOVO! YOVO!,Organization,Wimbledon University of Arts
YOVO! YOVO!,Location,London
YOVO! YOVO!,Organization,Hochschule für bildende Künste
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Person,Martina Mahlknechtb
YOVO! YOVO!,Date,1984
YOVO! YOVO!,Location,Brixen
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Organization,Hochschule für bildende Künste
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Person,Martin Prinothb
YOVO! YOVO!,Date,1983
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Organization,Hochschule für bildende Künste
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Person,Doris Margarete
YOVO! YOVO!,Date,1986
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Organization,École Nationale des Arts Décoratifs
YOVO! YOVO!,Location,Paris
YOVO! YOVO!,Location,France
YOVO! YOVO!,Organization,Hochschule für bildende Künste
YOVO! YOVO!,Location,Hamburg
YOVO! YOVO!,Person,YOVO! YOVO!
YOVO! YOVO!,Organization,Hochschule für bildende Künste
YOVO! YOVO!,Location,Hamburg
Yang  Fudong,Person,Yang  Fudong
Yang  Fudong,Address,http://www.sharjahart.org/people/people-by-alphabet/f/fudong-yang
Yang  Fudong,Date,1971
Yang  Fudong,Location,Beijing
Yang  Fudong,Location,Shanghai
Yang  Fudong,Location,China
Yang  Fudong,Date,1995
Yang  Fudong,Organization,China Academy of Art
Yang  Fudong,Location,Hangzhou
Yang  Fudong,Person,Yang Fudong
Yang  Fudong,Date,the 1930s
Yang  Fudong,Person,Yang
